"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","PBtotal","PBtype"
"1303",2013,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","70","School Training","U",2013,"OCO",NA,21461
"1304",2013,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","80","Special Training","U",2013,"OCO",NA,369858
"1305",2013,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","90","Administration and Support","U",2013,"OCO",NA,60117
"1306",2013,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","U",2013,"OCO",NA,0
"1307",2013,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2013,"OCO",NA,0
"1308",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","5","Basic Pay ","U",2013,"OCO",NA,126814
"1309",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","10","Retired Pay Accrual ","U",2013,"OCO",NA,30943
"1310",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","25","Basic Allowance for Housing","U",2013,"OCO",NA,40210
"1311",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","30","Basic Allowance for Subsistence","U",2013,"OCO",NA,4367
"1312",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2013,"OCO",NA,3886
"1313",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","40","Special Pays       ","U",2013,"OCO",NA,22340
"1314",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","45","Allowances          ","U",2013,"OCO",NA,12967
"1315",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","50","Separation Pay      ","U",2013,"OCO",NA,9
"1316",2013,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","55","Social Security Tax  ","U",2013,"OCO",NA,9701
"1317",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","60","Basic Pay ","U",2013,"OCO",NA,162655
"1318",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","65","Retired Pay Accrual ","U",2013,"OCO",NA,39688
"1319",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","80","Basic Allowance for Housing","U",2013,"OCO",NA,75673
"1320",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","85","Incentive Pays     ","U",2013,"OCO",NA,566
"1321",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","90","Special Pays       ","U",2013,"OCO",NA,89027
"1322",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2013,"OCO",NA,30207
"1323",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2013,"OCO",NA,410
"1324",2013,"1453N","Military Personnel, Navy","NAVY","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2013,"OCO",NA,12443
"1325",2013,"1453N","Military Personnel, Navy","NAVY","03","Pay and Allowances of Cadets/Midshipmen","110","Midshipmen ","U",2013,"OCO",NA,0
"1326",2013,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2013,"OCO",NA,19223
"1327",2013,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2013,"OCO",NA,25647
"1328",2013,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2013,"OCO",NA,0
"1329",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","125","Accession Travel ","U",2013,"OCO",NA,4092
"1330",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","130","Training Travel ","U",2013,"OCO",NA,0
"1331",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2013,"OCO",NA,21807
"1332",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2013,"OCO",NA,27897
"1333",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","145","Separation Travel ","U",2013,"OCO",NA,3168
"1334",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2013,"OCO",NA,0
"1335",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2013,"OCO",NA,0
"1336",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2013,"OCO",NA,0
"1337",2013,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","165","Other ","U",2013,"OCO",NA,0
"1338",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2013,"OCO",NA,0
"1339",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2013,"OCO",NA,0
"1340",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2013,"OCO",NA,900
"1341",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2013,"OCO",NA,55522
"1342",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2013,"OCO",NA,0
"1343",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2013,"OCO",NA,0
"1344",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2013,"OCO",NA,0
"1345",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2013,"OCO",NA,0
"1346",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2013,"OCO",NA,0
"1347",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2013,"OCO",NA,54463
"1348",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2013,"OCO",NA,0
"1349",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2013,"OCO",NA,0
"1350",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2013,"OCO",NA,0
"1351",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2013,"OCO",NA,0
"1352",2013,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","U",2013,"OCO",NA,0
"1353",2013,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2013,"OCO",NA,0
"1354",2013,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay and Allowances of Officers","300","Navy","U",2013,"OCO",NA,0
"1355",2013,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay and Allowances of Enlisted","300","Navy","U",2013,"OCO",NA,0
"1356",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","5","Basic Pay ","U",2013,"OCO",NA,206978
"1357",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","10","Retired Pay Accrual ","U",2013,"OCO",NA,61932
"1358",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","25","Basic Allowance For Housing ","U",2013,"OCO",NA,70235
"1359",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","30","Basic Allowance For Subsistence ","U",2013,"OCO",NA,8590
"1360",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2013,"OCO",NA,0
"1361",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","40","Special Pays       ","U",2013,"OCO",NA,7960
"1362",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","45","Allowances          ","U",2013,"OCO",NA,5099
"1363",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","50","Separation Pay      ","U",2013,"OCO",NA,1896
"1364",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","55","Social Security Tax  ","U",2013,"OCO",NA,15834
"1365",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","60","Basic Pay ","U",2013,"OCO",NA,542667
"1366",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","65","Retired Pay Accrual ","U",2013,"OCO",NA,166183
"1367",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","80","Basic Allowance for Housing","U",2013,"OCO",NA,194800
"1368",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","85","Incentive Pays     ","U",2013,"OCO",NA,0
"1369",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","90","Special Pays       ","U",2013,"OCO",NA,56287
"1370",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2013,"OCO",NA,22729
"1371",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2013,"OCO",NA,4004
"1372",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2013,"OCO",NA,41514
"1373",2013,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2013,"OCO",NA,77753
"1374",2013,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2013,"OCO",NA,0
"1375",2013,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2013,"OCO",NA,0
"1376",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel ","U",2013,"OCO",NA,0
"1377",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel ","U",2013,"OCO",NA,0
"1378",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2013,"OCO",NA,0
"1379",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2013,"OCO",NA,51816
"1380",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel ","U",2013,"OCO",NA,0
"1381",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2013,"OCO",NA,0
"1382",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2013,"OCO",NA,0
"1383",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2013,"OCO",NA,0
"1384",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","165","Other ","U",2013,"OCO",NA,0
"1385",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2013,"OCO",NA,0
"1386",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2013,"OCO",NA,930
"1387",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2013,"OCO",NA,12000
"1388",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2013,"OCO",NA,37733
"1389",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2013,"OCO",NA,0
"1390",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2013,"OCO",NA,0
"1391",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2013,"OCO",NA,0
"1392",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2013,"OCO",NA,0
"1393",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2013,"OCO",NA,34416
"1394",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2013,"OCO",NA,0
"1395",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2013,"OCO",NA,0
"1396",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2013,"OCO",NA,0
"1397",2013,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2013,"OCO",NA,0
"1398",2013,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay and Allowances of Officers","300","Marine Corps","U",2013,"OCO",NA,8053
"1399",2013,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay and Allowances of Enlisted","300","Marine Corps","U",2013,"OCO",NA,57377
"1400",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2013,"OCO",NA,0
"1401",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","20","Pay Group B Training  (Backfill For Active Duty)","U",2013,"OCO",NA,0
"1402",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2013,"OCO",NA,0
"1403",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","60","Mobilization Training","U",2013,"OCO",NA,0
"1404",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","70","School Training","U",2013,"OCO",NA,3966
"1405",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","80","Special Training","U",2013,"OCO",NA,33813
"1406",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","90","Administration and Support","U",2013,"OCO",NA,1556
"1407",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","U",2013,"OCO",NA,0
"1408",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","U",2013,"OCO",NA,0
"1409",2013,"1002N","MEDICARE - Retiree Health Care Contribution , N RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Navy","U",2013,"OCO",NA,0
"1410",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2013,"OCO",NA,0
"1411",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2013,"OCO",NA,0
"1412",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2013,"OCO",NA,0
"1413",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","60","Mobilization Training","U",2013,"OCO",NA,0
"1414",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","70","School Training","U",2013,"OCO",NA,4437
"1415",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","80","Special Training","U",2013,"OCO",NA,19912
"1416",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","90","Administration and Support","U",2013,"OCO",NA,373
"1417",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","95","Platoon Leader Class","U",2013,"OCO",NA,0
"1418",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","U",2013,"OCO",NA,0
"1419",2013,"1003N","MEDICARE - Retiree Health Care Contribution , MC RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Marine Corps","U",2013,"OCO",NA,0
"1420",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","5","Basic Pay ","U",2013,"OCO",NA,220573
"1421",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","10","Retired Pay Accrual ","U",2013,"OCO",NA,53829
"1422",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","25","Basic Allowance for Housing","U",2013,"OCO",NA,68601
"1423",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","30","Basic Allowance for Subsistence","U",2013,"OCO",NA,7873
"1424",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2013,"OCO",NA,0
"1425",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","40","Special Pays       ","U",2013,"OCO",NA,23638
"1426",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","45","Allowances          ","U",2013,"OCO",NA,10097
"1427",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","50","Separation Pay      ","U",2013,"OCO",NA,0
"1428",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","55","Social Security Tax  ","U",2013,"OCO",NA,16877
"1429",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","60","Basic Pay ","U",2013,"OCO",NA,332878
"1430",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","65","Retired Pay Accrual ","U",2013,"OCO",NA,81235
"1431",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","80","Basic Allowance for Housing","U",2013,"OCO",NA,145832
"1432",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","85","Incentive Pays     ","U",2013,"OCO",NA,0
"1433",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","90","Special Pays       ","U",2013,"OCO",NA,75965
"1434",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2013,"OCO",NA,29568
"1435",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2013,"OCO",NA,0
"1436",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2013,"OCO",NA,25468
"1437",2013,"3500F","Military Personnel, Air Force","AF","03","Pay and Allowances of Cadets/Midshipmen","110","Academy Cadets ","U",2013,"OCO",NA,0
"1438",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2013,"OCO",NA,36263
"1439",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2013,"OCO",NA,60537
"1440",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2013,"OCO",NA,0
"1441",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel ","U",2013,"OCO",NA,0
"1442",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel ","U",2013,"OCO",NA,0
"1443",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2013,"OCO",NA,5243
"1444",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2013,"OCO",NA,0
"1445",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel ","U",2013,"OCO",NA,0
"1446",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2013,"OCO",NA,0
"1447",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2013,"OCO",NA,0
"1448",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2013,"OCO",NA,0
"1449",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2013,"OCO",NA,0
"1450",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2013,"OCO",NA,0
"1451",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2013,"OCO",NA,2000
"1452",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2013,"OCO",NA,23174
"1453",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2013,"OCO",NA,0
"1454",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2013,"OCO",NA,0
"1455",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2013,"OCO",NA,0
"1456",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2013,"OCO",NA,0
"1457",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2013,"OCO",NA,0
"1458",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2013,"OCO",NA,67132
"1459",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2013,"OCO",NA,0
"1460",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2013,"OCO",NA,0
"1461",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2013,"OCO",NA,0
"1462",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2013,"OCO",NA,0
"1463",2013,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2013,"OCO",NA,0
"1464",2013,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay and Allowances of Officers","300","Air Force","U",2013,"OCO",NA,0
"1465",2013,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay and Allowances of Enlisted","300","Air Force","U",2013,"OCO",NA,0
"1466",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2013,"OCO",NA,0
"1467",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2013,"OCO",NA,0
"1468",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2013,"OCO",NA,0
"1469",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","40","Pay Group P Training  (Pipeline Recruits)","U",2013,"OCO",NA,0
"1470",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","60","Mobilization Training","U",2013,"OCO",NA,0
"1471",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","70","School Training","U",2013,"OCO",NA,0
"1472",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","80","Special Training","U",2013,"OCO",NA,25348
"1473",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","90","Administration and Support","U",2013,"OCO",NA,0
"1474",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","U",2013,"OCO",NA,0
"1475",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","U",2013,"OCO",NA,0
"1476",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","U",2013,"OCO",NA,0
"1477",2013,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2013,"OCO",NA,0
"1478",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2013,"OCO",NA,0
"1479",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2013,"OCO",NA,0
"1480",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","40","Pay Group P Training  (Pipeline Recruits)","U",2013,"OCO",NA,0
"1481",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","70","School Training","U",2013,"OCO",NA,0
"1482",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","80","Special Training","U",2013,"OCO",NA,10473
"1483",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","90","Administration and Support","U",2013,"OCO",NA,0
"1484",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","U",2013,"OCO",NA,0
"1485",2013,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2013,"OCO",NA,0
"1486",2013,NA,NA,NA,NA,NA,NA,NA,NA,2013,"OCO",NA,NA
"1487",2013,"Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",NA,NA,NA,NA,NA,NA,NA,2013,"OCO",NA,NA
"1488",2013,"FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",NA,NA,NA,NA,NA,NA,NA,2013,"OCO",NA,NA
"1489",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","5","Basic Pay","U",2013,"Total",7615587,NA
"1490",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","10","Retired Pay Accrual","U",2013,"Total",2397607,NA
"1491",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","25","Basic Allowance for Housing","U",2013,"Total",2316200,NA
"1492",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","30","Basic Allowance for Subsistence","U",2013,"Total",315516,NA
"1493",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2013,"Total",107190,NA
