fiscal_year,ContractingCustomer,ContractingSubCustomer,MajorCommandID,ContractingOfficeID,ContractingOfficeName,IsOCOcrisisFunding,obligatedAmount,numberOfActions
1995,Defense,Navy,ORG-2937,RG524,NAVAL AMPHIBIOUS BASE LITTLE CRE,NULL,196373.0000,5
1995,Defense,Navy,ORG-2937,RN502,NAVAL HEALTH SCIENCES EDUCATION,NULL,11939321.0000,127
1995,Defense,Navy,ORG-2937,RX460,NAVAL MEDIA CENTER ANACOSTIA,NULL,5089896.0000,9
1995,Defense,Navy,ORG-2937,TN519,NAVAL HOSPITAL,NULL,170402.0000,3
1995,Defense,Navy,ORG-2937,UE600,NAVY PUBLIC WORKS CENTER,NULL,176104.0000,2
1995,Defense,Navy,ORG-2937,UH500,NAVAL AIR FACILITY,NULL,201369.0000,1
1995,Defense,Navy,ORG-2937,WA800,DOD/DEPARTMENT OF THE NAVY,NULL,2154370.0000,18
1995,Defense,Navy,ORG-2937,WT630,DOD/DEPARTMENT OF THE NAVY,NULL,4107619.0000,58
1995,Defense,Navy,ORG-2937,WX803,DOD/DEPARTMENT OF THE NAVY,NULL,1554346.0000,10
1995,Defense,Navy,ORG-2939,G2383,MILITARY SEALIFT COMMAND,NULL,38100084.0000,221
1995,Defense,Navy,ORG-2939,G2537,DOD/DEPARTMENT OF THE NAVY,NULL,6244929.0000,62
1995,Defense,Navy,ORG-2940,C2467,NAVAL FACILITIES ENGINEERING COM,NULL,891641688.0000,1830
1995,Defense,Navy,ORG-2940,C2766,NAVAL FACILITIES ENGINEERING COM,NULL,84057618.0000,381
1995,Defense,Navy,ORG-2940,C7408,NAVAL FACILITIES ENGINEERING COM,NULL,74770030.0000,317
1995,Defense,Navy,ORG-2940,C8378,NAVY PUBLIC WORKS CENTER,NULL,31740482.0000,134
1995,Defense,Navy,ORG-2940,C8925,NAVY PUBLIC WORKS CENTER,NULL,56901156.0000,300
1995,Defense,Navy,ORG-2940,C8931,DOD/DEPARTMENT OF THE NAVY,NULL,51156663.0000,205
1995,Defense,Navy,ORG-2941,BD302,DEFENSE CONTRACT MANAGEMENT AREA,NULL,206483.0000,2
1995,Defense,Navy,ORG-2941,BN536,DEFENSE PLANT REPRESENTATIVE OFF,NULL,2416741.0000,5
1995,Defense,Navy,ORG-2941,BP50A,PORTSMOUTH NAVAL SHIPYARD,NULL,62309227.0000,335
1995,Defense,Navy,ORG-2941,BS678,SUPERVISOR SHIPBUILDING CONVERSI,NULL,249463370.0000,912
1995,Defense,Navy,ORG-2941,BS789,SUPERVISOR SHIPBUILDING CONVERSI,NULL,366716146.0000,210
1995,Defense,Navy,ORG-2941,BW10C,"NAVAL SURFACE WARFARE CENTER, DA",NULL,114749490.0000,486
1995,Defense,Navy,ORG-2941,BW12A,"NAVAL SURFACE WARFARE CENTER, DD",NULL,26709920.0000,99
1995,Defense,Navy,ORG-2941,BW17A,NAVAL SURFACE WARFARE CENTER,NULL,165159996.0000,762
1995,Defense,Navy,ORG-2941,BW25B,"NAVAL UNDERSEA WARFARE CENTER, N",NULL,37704911.0000,319
1995,Defense,Navy,ORG-2941,BZ000,NAVAL SEA SYSTEMS COMMAND,NULL,276000.0000,1
1995,Defense,Navy,ORG-2943,F274L,DOD/DEPARTMENT OF THE NAVY,NULL,445316.0000,1
1995,Defense,Navy,ORG-2944,D710E,SPACE AND NAVAL WARFARE SYSTEMS,NULL,149860408.0000,647
1995,Defense,Navy,ORG-2944,D710J,SPACE AND NAVAL WARFARE SYSTEMS,NULL,94891967.0000,501
1995,Defense,Navy,ORG-2944,D710L,SPACE AND NAVAL WARFARE SYSTEMS,NULL,36778839.0000,123
1995,Defense,Navy,ORG-2945,E3230,NAVAL RESEARCH LABORATORY,NULL,114887796.0000,444
1996,Defense,Army,ORG-2757,CW03,USA ENGINEER DIST LITTLE ROCK,NULL,20084600.0000,159
1996,Defense,Army,ORG-2757,CW35,USA ENGINEER DISTRICT DETROIT,NULL,25702807.0000,186
1996,Defense,Army,ORG-2863,KF11,ARMY ATLANTA CONTRACTING CENTER,NULL,98019319.0000,668
1996,Defense,Army,ORG-2872,CA21,"USA ENGINEER DISTRICT,",NULL,349157465.0000,689
1996,Defense,Army,ORG-2872,CA56,"USA ENGINEER DISTRICT, TULSA",NULL,145218020.0000,393
1996,Defense,Army,ORG-2875,DA16,TRIPLER ARMY MEDICAL CENTER,NULL,19684904.0000,298
1996,Defense,Army,ORG-2877,AC83,,NULL,15001598.0000,139
1996,Defense,Army,ORG-2877,AD01,,NULL,48905788.0000,264
1996,Defense,MilitaryHealth,NULL,NULL,NULL,NULL,1394830506.0000,344
1996,Defense,Navy,NULL,NULL,NULL,NULL,3112539237.0000,9726
1996,Defense,Navy,ORG-2936,A8018,DOD/DEPARTMENT OF THE NAVY,NULL,6425690.0000,20
1996,Defense,Navy,ORG-2936,A8050,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,203612142.0000,687
1996,Defense,Navy,ORG-2936,A8103,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,23659479.0000,85
1996,Defense,Navy,ORG-2936,A8106,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,134633988.0000,342
1996,Defense,Navy,ORG-2936,A8111,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,10853807.0000,42
1996,Defense,Navy,ORG-2936,A8116,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,784500.0000,1
1996,Defense,Navy,ORG-2936,A8250,DOD/DEPARTMENT OF THE NAVY,NULL,113754811.0000,520
1996,Defense,Navy,ORG-2936,AA415,NAVAL AIR SYSTEMS COMMAND,NULL,74052826.0000,23
1996,Defense,Navy,ORG-2936,AA427,NAVAL AIR SYSTEMS COMMAND,NULL,240502098.0000,31
1996,Defense,Navy,ORG-2936,AM631,NAVAL AIR SYSTEMS COMMAND,NULL,28571283.0000,15
1996,Defense,Navy,ORG-2936,AT715,NAVAL AIR SYSTEMS COMMAND,NULL,154931224.0000,37
1996,Defense,Navy,ORG-2936,AT717,NAVAL AIR SYSTEMS COMMAND,NULL,5652875.0000,11
1996,Defense,Navy,ORG-2936,AT723,NAVAL AIR SYSTEMS COMMAND,NULL,23658379.0000,51
1996,Defense,Navy,ORG-2937,JA101,NAVAL INVENTORY CONTROL POINT,NULL,81198892.0000,344
1996,Defense,Navy,ORG-2937,JA111,NAVAL INVENTORY CONTROL POINT,NULL,50492040.0000,461
1996,Defense,Navy,ORG-2937,JA124,NAVAL INVENTORY CONTROL POINT,NULL,15170455.0000,192
1996,Defense,Navy,ORG-2937,PK100,"SUPPLY & LOGISTICS OP,PURCHASE D",NULL,932614.0000,14
1996,Defense,Navy,ORG-2937,QK722,NAVAL RESERVE OFFICERS TRAINING,NULL,118496.0000,1
1996,Defense,Navy,ORG-2937,RA10A,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,118238777.0000,789
1996,Defense,Navy,ORG-2937,RA11D,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,94405104.0000,279
1996,Defense,Navy,ORG-2937,RA11J,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,11725773.0000,51
1996,Defense,Navy,ORG-2937,RN503,NATIONAL NAVAL MEDICAL CENTER,NULL,261520.0000,4
1996,Defense,Navy,ORG-2937,WA30E,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,18315930.0000,77
1996,Defense,Navy,ORG-2937,WA30J,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,149816382.0000,211
1996,Defense,Navy,ORG-2937,WA800,DOD/DEPARTMENT OF THE NAVY,NULL,5234757.0000,50
1996,Defense,Navy,ORG-2937,WG210,US NAVAL STATION,NULL,380568.0000,11
1996,Defense,Navy,ORG-2940,C2472,NAVAL FACILITIES ENGINEERING COM,NULL,365955396.0000,1417
1996,Defense,Navy,ORG-2940,C2474,NAVAL FACILITIES ENGINEERING COM,NULL,293697060.0000,1023
1996,Defense,Navy,ORG-2941,BD102,DEFENSE CONTRACT MANAGEMENT DIVI,NULL,3326150.0000,15
1996,Defense,Navy,ORG-2941,BD310,DEFENSE CONTRACT MANAGEMENT AREA,NULL,4325563.0000,9
1996,Defense,Navy,ORG-2941,BD605,DEFENSE CONTRACT MANAGEMENT AREA,NULL,1607122.0000,1
1996,Defense,Navy,ORG-2941,BL10A,NAVAL SEA SYSTEMS COMMAND AUTOMA,NULL,1817246.0000,11
1996,Defense,Navy,ORG-2941,BP50A,PORTSMOUTH NAVAL SHIPYARD,NULL,83583365.0000,369
1996,Defense,Navy,ORG-2941,BS673,SUPERVISOR SHIPBUILDING CONVERSI,NULL,6109602.0000,64
1996,Defense,Navy,ORG-2941,BS678,SUPERVISOR SHIPBUILDING CONVERSI,NULL,136985969.0000,674
1996,Defense,Navy,ORG-2941,BS791,SUPERVISOR SHIPBUILDING CONVERSI,NULL,90428906.0000,325
1996,Defense,Navy,ORG-2941,BS793,SUPERVISOR SHIPBUILDING CONVERSI,NULL,118975367.0000,256
1996,Defense,Navy,ORG-2941,BS870,DOD/DEPARTMENT OF THE NAVY,NULL,6568145.0000,58
1996,Defense,Navy,ORG-2941,BW12A,"NAVAL SURFACE WARFARE CENTER, DD",NULL,27189361.0000,88
1996,Defense,Navy,ORG-2942,XSP11,DEFENSE CONTRACT MANAGEMENT - LO,NULL,2069859.0000,12
1996,Defense,Navy,ORG-2943,F0243,MARINE CORP,NULL,95530.0000,1
1996,Defense,Navy,ORG-2943,F2204,MARINE CORPS LOGISTICS BASE,NULL,2040443.0000,37
1996,Defense,Navy,ORG-2943,F274B,DOD/DEPARTMENT OF THE NAVY,NULL,78775.0000,1
1996,Defense,Navy,ORG-2943,F274L,DOD/DEPARTMENT OF THE NAVY,NULL,1832613.0000,8
1996,Defense,Navy,ORG-2943,F7399,MARINE CORPS AIR GROUND COMBAT C,NULL,3808248.0000,43
1996,Defense,Navy,ORG-2944,D0212,SPACE AND NAVAL WARFARE SYSTEMS,NULL,213884876.0000,69
1996,Defense,Navy,ORG-2944,D0221,SPACE AND NAVAL WARFARE SYSTEMS,NULL,157049254.0000,88
1996,Defense,Navy,ORG-2944,D0231,SPACE AND NAVAL WARFARE SYSTEMS,NULL,24891194.0000,52
1996,Defense,Navy,ORG-2944,D710C,SPACE AND NAVAL WARFARE SYSTEMS,NULL,14994741.0000,107
1996,Defense,Navy,ORG-2944,D710E,SPACE AND NAVAL WARFARE SYSTEMS,NULL,139334758.0000,748
1996,Defense,Navy,ORG-2944,D710J,SPACE AND NAVAL WARFARE SYSTEMS,NULL,122027136.0000,651
1996,Defense,Navy,ORG-2944,D920B,NAVAL COMMAND CONTROL & OCEAN SU,NULL,81515012.0000,647
1996,Defense,Navy,ORG-2945,E3230,NAVAL RESEARCH LABORATORY,NULL,100082960.0000,376
1997,Defense,Air Force,ORG-2825,GD60,OKLAHOMA CITY ALC/LPD,NULL,631267884.0000,1075
1997,Defense,Air Force,ORG-2825,GE30,OO-ALC/PKGF/LGKF,NULL,177346459.0000,630
1997,Defense,Air Force,ORG-2825,GE35,OO-ALC/PKC/LCK,NULL,1481810.0000,9
1997,Defense,Air Force,ORG-2825,GQ01,AFRL/IFK,NULL,2491998.0000,13
1997,Defense,Air Force,ORG-2825,GU23,ASC/DET 1,NULL,11834063.0000,7
1997,Defense,Air Force,ORG-2825,GU42,ASC/SMKA,NULL,7132366.0000,15
1997,Defense,Air Force,ORG-2825,GU61,ASC/PKG,NULL,1920915.0000,20
1997,Defense,Air Force,ORG-2825,GU90,"ASC/JLSC   BLDG 15, RM 133-B",NULL,245175.0000,3
1997,Defense,Air Force,ORG-2825,GV02,ESC/PKO,NULL,40352251.0000,342
1997,Defense,Air Force,ORG-2825,GY03,AEDC/PKP R&D CONTRACTS,NULL,6370149.0000,33
1997,Defense,Air Force,ORG-2834,GZ62,SMC/MCS,NULL,674574282.0000,71
1997,Defense,Army,ORG-2848,HC76,,NULL,40855562.0000,258
1997,Defense,Army,ORG-2852,TM01,U.S. ARMY ATEC CONTRNG ACTIVITY,NULL,55915254.0000,364
1997,Defense,Army,ORG-2854,BT02,U.S. ARMY CHEMICAL & MIL. POLICE,NULL,19661049.0000,116
1997,Defense,Army,ORG-2854,BT31,U.S. ARMY ENGR CTR & FT LEONARD,NULL,52345572.0000,311
1997,Defense,Army,ORG-2855,JA22,WIESBADEN REGIONAL CONTRNG. CTR.,NULL,391632367.0000,1381
1997,Defense,Army,ORG-2855,JA90,RCO BAD KREUZNACH,NULL,12802764.0000,141
1997,Defense,Army,ORG-2860,SA01,USA CENTRAL CMD - SAUDI ARABIA,NULL,1420353.0000,22
1997,Defense,Army,ORG-2860,SA04,"U.S. ARMY CENTRAL COMMAND, QATAR",NULL,1076841.0000,19
1997,Defense,Army,ORG-2863,KF04,DIRECTORATE OF CONTRACTING,NULL,90364235.0000,240
1997,Defense,Army,ORG-2863,KF24,DIRECTORATE OF CONTRACTING,NULL,41805279.0000,325
1997,Defense,Army,ORG-2869,HA03,USPFO FOR ARKANSAS,NULL,2881605.0000,35
1997,Defense,Army,ORG-2869,HA13,"USPFO FOR IOWA, CAMP DODGE",NULL,3882949.0000,53
1997,Defense,Army,ORG-2869,HA23,USPFO FOR MISSOURI,NULL,11331671.0000,56
1997,Defense,Army,ORG-2869,HA25,USPFO FOR NEBRASKA,NULL,8085155.0000,41
1997,Defense,Army,ORG-2869,HA27,USPFO FOR NEW HAMPSHIRE,NULL,2642568.0000,21
1997,Defense,Army,ORG-2869,HA37,USPFO FOR RHODE ISLAND,NULL,2019113.0000,18
1997,Defense,Army,ORG-2869,HA41,USPFO FOR TEXAS,NULL,4723509.0000,41
1997,Defense,Army,ORG-2869,HA48,USPFO FOR WYOMING,NULL,489004.0000,11
1997,Defense,Army,ORG-2869,HA72,USPFO FOR VIRGIN ISLANDS,NULL,34700.0000,1
1997,Defense,Army,ORG-2872,CA25,"USA ENGINEER DISTRICT, ROCK",NULL,2225627.0000,10
1997,Defense,Army,ORG-2872,CA35,USA ENGINEER DISTRICT DETROIT,NULL,26502.0000,1
1997,Defense,Army,ORG-2872,CA56,"USA ENGINEER DISTRICT, TULSA",NULL,151843215.0000,341
1997,Defense,Army,ORG-2872,CA81,"USA ENGINEER DISTRICT, FAR EAST",NULL,124696940.0000,264
1997,Defense,Army,ORG-2875,DA09,WILLIAM BEAUMONT ARMY MEDICAL,NULL,19386685.0000,219
1997,Defense,Army,ORG-2875,DA10,U.S. ARMY MEDICAL COMMAND,NULL,228244393.0000,1410
1997,Defense,Army,ORG-2875,DA16,TRIPLER ARMY MEDICAL CENTER,NULL,29885197.0000,289
1997,Defense,Army,ORG-2877,AA08,ROCK ISLAND ARSENAL,NULL,71696184.0000,496
1997,Defense,Army,ORG-2877,AA32,,NULL,1988017.0000,23
1997,Defense,Army,ORG-2877,AC01,,NULL,26563954.0000,178
1997,Defense,Army,ORG-2877,AG99,USA PROGRAM MANAGER-SANG,NULL,92290135.0000,54
1997,Defense,Army,ORG-2877,AJ04,,NULL,7614983.0000,43
1997,Defense,Army,ORG-2877,AK60,,NULL,91194908.0000,222
1997,Defense,Army,ORG-2877,AM01,,NULL,291432670.0000,563
1997,Defense,DLA,ORG-2759,08LA,DEF CONTRACT MGMT DISTRICT WEST,NULL,3156689.0000,48
1997,Defense,MilitaryHealth,NULL,NULL,NULL,NULL,1860668281.0000,327
1997,Defense,Navy,ORG-2936,A8050,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,304719713.0000,916
1997,Defense,Navy,ORG-2936,A8100,NAVAL AIR WARFARE CENTER AIRCRAF,NULL,285096.0000,8
1997,Defense,Navy,ORG-2936,A8103,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,71388549.0000,273
1997,Defense,Navy,ORG-2936,A8110,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,22585869.0000,31
1997,Defense,Navy,ORG-2936,A8111,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,7776423.0000,41
1997,Defense,Navy,ORG-2936,A8117,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,7672320.0000,41
1997,Defense,Navy,ORG-2936,A8123,"NAVAL WARFARE CENTER, AIRCRAFT D",NULL,242110.0000,3
1997,Defense,Navy,ORG-2936,A8551,NAVAL AIR WARFARE CENTER WEAPONS,NULL,41011919.0000,207
1997,Defense,Navy,ORG-2936,AA415,NAVAL AIR SYSTEMS COMMAND,NULL,33632200.0000,1
1997,Defense,Navy,ORG-2936,AA427,NAVAL AIR SYSTEMS COMMAND,NULL,615722015.0000,53
1997,Defense,Navy,ORG-2936,AT711,NAVAL AIR SYSTEMS COMMAND,NULL,108317512.0000,18
1997,Defense,Navy,ORG-2936,AT717,NAVAL AIR SYSTEMS COMMAND,NULL,59116205.0000,28
1997,Defense,Navy,ORG-2936,AT723,NAVAL AIR SYSTEMS COMMAND,NULL,13167698.0000,45
1997,Defense,Navy,ORG-2937,JA100,NAVAL INVENTORY CONTROL POINT,NULL,-53100.0000,1
1997,Defense,Navy,ORG-2937,JA101,NAVAL INVENTORY CONTROL POINT,NULL,71893233.0000,225
1997,Defense,Navy,ORG-2937,JA111,NAVAL INVENTORY CONTROL POINT,NULL,42480507.0000,411
1997,Defense,Navy,ORG-2937,JA124,NAVAL INVENTORY CONTROL POINT,NULL,8732805.0000,123
1997,Defense,Navy,ORG-2937,PK100,"SUPPLY & LOGISTICS OP,PURCHASE D",NULL,587007.0000,13
1997,Defense,Navy,ORG-2937,PK620,NAVAL RESERVE OFFICERS TRAINING,NULL,1248613.0000,4
1997,Defense,Navy,ORG-2937,QK717,NAVAL RESERVE OFFICERS TRAINING,NULL,140571.0000,1
1997,Defense,Navy,ORG-2937,QN601,NAVAL HOSPITAL,NULL,178321.0000,4
1997,Defense,Navy,ORG-2937,RA10A,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,85722405.0000,804
1997,Defense,Navy,ORG-2937,RA11J,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,7632483.0000,45
1997,Defense,Navy,ORG-2937,RA11M,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,64083247.0000,189
1997,Defense,Navy,ORG-2937,RA900,FITTING OUT & SUPPLY SUPPORT ASS,NULL,26374.0000,1
1997,Defense,Navy,ORG-2937,RG529,MID-ATLANTIC REGIONAL MAINTENANCE CENTER,NULL,5061413.0000,58
1997,Defense,Navy,ORG-2937,WA30J,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,71812900.0000,142
1997,Defense,Navy,ORG-2940,C2472,NAVAL FACILITIES ENGINEERING COM,NULL,358089884.0000,1469
1997,Defense,Navy,ORG-2940,C3387,NAVY PUBLIC WORKS CENTER,NULL,131704012.0000,662
1997,Defense,Navy,ORG-2941,BD102,DEFENSE CONTRACT MANAGEMENT DIVI,NULL,373359.0000,2
1997,Defense,Navy,ORG-2941,BS793,SUPERVISOR SHIPBUILDING CONVERSI,NULL,104741949.0000,235
1997,Defense,Navy,ORG-2941,BW10A,"NAVAL SURFACE WARFARE CENTER, DA",NULL,18673974.0000,19
1997,Defense,Navy,ORG-2941,BZ004,NAVAL SEA SYSTEMS COMMAND,NULL,1549700618.0000,817
1997,Defense,Navy,ORG-2942,XSP11,DEFENSE CONTRACT MANAGEMENT - LO,NULL,4302931.0000,6
1997,Defense,Navy,ORG-2943,F0243,MARINE CORP,NULL,1782100.0000,36
1997,Defense,Navy,ORG-2943,F0264,MARINE CORPS COMBAT DEVELOPMENT,NULL,31347736.0000,41
1997,Defense,Navy,ORG-2943,F2204,MARINE CORPS LOGISTICS BASE,NULL,2474041.0000,29
1997,Defense,Navy,ORG-2943,F7399,MARINE CORPS AIR GROUND COMBAT C,NULL,6178979.0000,53
1997,Defense,Navy,ORG-2944,D0221,SPACE AND NAVAL WARFARE SYSTEMS,NULL,311431876.0000,68
1997,Defense,Navy,ORG-2944,D0231,SPACE AND NAVAL WARFARE SYSTEMS,NULL,945039.0000,1
1997,Defense,Navy,ORG-2944,D810B,NAVAL COMMAND CONTROL & OCEAN SU,NULL,156476.0000,1
1997,Defense,Navy,ORG-2944,D920B,NAVAL COMMAND CONTROL & OCEAN SU,NULL,74041940.0000,648
1997,Defense,Navy,ORG-2945,E3220,NAVAL RESEARCH LABORATORY,NULL,51190627.0000,229
1997,Defense,Navy,ORG-2945,E3240,DOD/DEPARTMENT OF THE NAVY,NULL,81711409.0000,340
1998,Defense,Air Force,ORG-2825,GD15,OC-ALC/LIDAC,NULL,417128204.0000,483
1998,Defense,Air Force,ORG-2825,GD50,OKLAHOMA CITY ALC/LID,NULL,171722162.0000,629
1998,Defense,Air Force,ORG-2825,GE20,OGDEN ALC/PKO,NULL,112329806.0000,741
1998,Defense,Air Force,ORG-2825,GJ40,WARNER ROBINS ALC/LUK,NULL,110938723.0000,300
1998,Defense,Air Force,ORG-2825,GM02,AAC/PKO  OPERATIONAL CONTRACTING,NULL,46287174.0000,449
1998,Defense,Air Force,ORG-2825,GR15,AFRL/MNK,NULL,54987966.0000,229
1998,Defense,Air Force,ORG-2825,GU21,ASC/PKHF,NULL,-5526020.0000,13
1998,Defense,Air Force,ORG-2825,GU23,ASC/DET 1,NULL,8715879.0000,4
1998,Defense,Air Force,ORG-2825,GU40,ASC/VFK,NULL,224608441.0000,81
1998,Defense,Air Force,ORG-2825,GU61,ASC/PKG,NULL,-46883017.0000,19
1998,Defense,Air Force,ORG-2825,GU82,ASC/YPK,NULL,472546794.0000,179
1998,Defense,Air Force,ORG-2825,GV02,ESC/PKO,NULL,29745086.0000,312
1998,Defense,Air Force,ORG-2825,GV64,ESC/DIBK,NULL,71925081.0000,194
1998,Defense,Air Force,ORG-2825,GW05,HSW/PKV,NULL,305414818.0000,720
1998,Defense,Air Force,ORG-2825,GW10,HSW/YACK,NULL,9804546.0000,61
1998,Defense,Air Force,ORG-2834,GZ04,SMC/PIK,NULL,399102045.0000,135
1998,Defense,Air Force,ORG-2834,GZ26,SMC/PKU,NULL,3936525.0000,12
1998,Defense,Air Force,ORG-2834,GZ62,SMC/MCS,NULL,726290857.0000,86
1998,Defense,Air Force,ORG-2834,GZ75,SMC/LRSW,NULL,63770000.0000,11
1998,Defense,Air Force,ORG-2838,MA28,434 LSS/LGC,NULL,4410464.0000,27
1998,Defense,Army,ORG-2848,PC50,"US ARMY GARRISON, HAWAII",NULL,81737138.0000,651
1998,Defense,Army,ORG-2854,BT02,U.S. ARMY CHEMICAL & MIL. POLICE,NULL,21198829.0000,103
1998,Defense,Army,ORG-2854,BT31,U.S. ARMY ENGR CTR & FT LEONARD,NULL,53551475.0000,284
1998,Defense,Army,ORG-2854,BT57,DIRECTORATE OF PENINSULA CONTRG,NULL,63135777.0000,398
1998,Defense,Army,ORG-2854,BT60,TRADOC CONTRACTING ACTIVITY,NULL,152500577.0000,696
1998,Defense,Army,ORG-2854,BT63,U.S. ARMY INTELLIGENCE CENTER &,NULL,336448198.0000,1089
1998,Defense,Army,ORG-2856,DW36,FORT MEADE DIR. OF CONTRACTING,NULL,48281395.0000,281
1998,Defense,Army,ORG-2856,DW39,FORT HAMILTON MILITARY COMMUNITY,NULL,333469.0000,6
1998,Defense,Army,ORG-2856,DW49,NATIONAL DEFENSE UNIVERSITY,NULL,6892247.0000,59
1998,Defense,Army,ORG-2860,SA01,USA CENTRAL CMD - SAUDI ARABIA,NULL,1846078.0000,23
1998,Defense,Army,ORG-2860,SA04,"U.S. ARMY CENTRAL COMMAND, QATAR",NULL,9853462.0000,4
1998,Defense,Army,ORG-2863,KF24,DIRECTORATE OF CONTRACTING,NULL,52794850.0000,369
1998,Defense,Army,ORG-2869,HA08,USPFO FOR FLORIDA,NULL,3515251.0000,36
1998,Defense,Army,ORG-2869,HA23,USPFO FOR MISSOURI,NULL,6181724.0000,75
1998,Defense,Army,ORG-2869,HA27,USPFO FOR NEW HAMPSHIRE,NULL,1919205.0000,17
1998,Defense,Army,ORG-2869,HA29,USPFO FOR NEW MEXICO,NULL,1655061.0000,22
1998,Defense,Army,ORG-2869,HA41,USPFO FOR TEXAS,NULL,2520213.0000,40
1997,Defense,Army,ORG-2877,AB24,,NULL,731908.0000,12
1997,Defense,Army,ORG-2877,AK01,,NULL,117573185.0000,183
1997,Defense,Army,ORG-2877,AL01,U.S. ARMY RESEARCH LABORATORY,NULL,250728468.0000,929
1997,Defense,DLA,NULL,NULL,NULL,NULL,7919724981.0000,35087
1997,Defense,Navy,ORG-2936,A8113,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,22721774.0000,151
1997,Defense,Navy,ORG-2936,A8302,NAVAL AIR WARFARE CENTER TRAININ,NULL,542470448.0000,738
1997,Defense,Navy,ORG-2936,A8452,"NAVAL AIR WARFARE CENTER, WEAPON",NULL,42495195.0000,151
1997,Defense,Navy,ORG-2936,AA423,NAVAL AIR SYSTEMS COMMAND,NULL,103043953.0000,23
1997,Defense,Navy,ORG-2936,AA436,NAVAL AIR SYSTEMS COMMAND,NULL,29102000.0000,1
1997,Defense,Navy,ORG-2936,AA4E0,NAVAL AIR SYSTEMS COMMAND,NULL,186750492.0000,62
1997,Defense,Navy,ORG-2936,AC5G0,NAVAL AIR SYSTEMS COMMAND,NULL,603316385.0000,43
1997,Defense,Navy,ORG-2937,JA10C,NAVAL INVENTORY CONTROL POINT,NULL,132855535.0000,327
1997,Defense,Navy,ORG-2937,JA10D,NAVAL INVENTORY CONTROL POINT,NULL,58841235.0000,203
1997,Defense,Navy,ORG-2937,JA120,NAVAL INVENTORY CONTROL POINT,NULL,65426518.0000,401
1997,Defense,Navy,ORG-2937,PK601,NAVAL RESERVE OFFICERS TRAINING,NULL,692610.0000,2
1997,Defense,Navy,ORG-2937,QK606,NAVAL RESERVE OFFICERS TRAINING,NULL,106178.0000,2
1997,Defense,Navy,ORG-2937,RA11D,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,99600314.0000,230
1997,Defense,Navy,ORG-2937,RA11F,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,59934139.0000,140
1997,Defense,Navy,ORG-2937,RN500,NAVAL MEDICAL CENTER,NULL,16088220.0000,267
1997,Defense,Navy,ORG-2937,TK736,DEFENSE ACTIVITY FOR NON-TRADITI,NULL,-408767.0000,2
1997,Defense,Navy,ORG-2937,TK766,NAVAL RESERVE OFFICERS TRAINING,NULL,80460.0000,1
1997,Defense,Navy,ORG-2937,TN726,NAVAL HOSPITAL,NULL,81270.0000,1
1997,Defense,Navy,ORG-2937,UA10B,FLEET + IND SUP CTR YOKOSUKA JA,NULL,3895206.0000,75
1997,Defense,Navy,ORG-2937,UA10C,FLEET + IND SUP CTR YOKOSUKA JA,NULL,5912819.0000,64
1997,Defense,Navy,ORG-2937,UH503,COMMANDER FLEET ACTIVITY CHINHAE,NULL,48995.0000,1
1997,Defense,Navy,ORG-2937,UN500,"US NAVAL HOSPITAL, OKINAWA",NULL,383737.0000,9
1997,Defense,Navy,ORG-2937,WA40B,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,6907780.0000,114
1997,Defense,Navy,ORG-2937,WA40E,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,1148911.0000,24
1997,Defense,Navy,ORG-2937,WA40X,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,1137085.0000,23
1997,Defense,Navy,ORG-2940,C2474,NAVAL FACILITIES ENGINEERING COM,NULL,318978649.0000,1006
1997,Defense,Navy,ORG-2941,BD310,DEFENSE CONTRACT MANAGEMENT AREA,NULL,350528.0000,5
1997,Defense,Navy,ORG-2941,BW10D,"NAVAL SURFACE WARFARE CENTER, DA",NULL,63102116.0000,397
1997,Defense,Navy,ORG-2941,BZ008,NAVAL SEA SYSTEMS COMMAND,NULL,233887886.0000,242
1997,Defense,Navy,ORG-2943,F9999,MARINE CORPS SYSTEMS COMMAND,NULL,320065868.0000,427
