"SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal","Classified","ConstructionProjectTitle","ConstructionProject","ActualTotal"
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Camp Parks","2014",,"TOAamount","Total",,,,,"U","Army Reserve Center","07190300",17500
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Fort Hunter Liggett","2014",,"TOAamount","Total",,,,,"U","TASS Training Center (TTC)","07228400",16500
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Bowie","2014",,"TOAamount","Total",,,,,"U","Army Reserve Center","06766300",25500
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Unaccom Personnel Housing Mess Fac","Joint Base Mcguire-Dix-Lakehurst","2014",,"TOAamount","Total",,,,,"U","Consolidated Dining Facility","06527700",13400
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Install & Org Covered Storage","Joint Base Mcguire-Dix-Lakehurst","2014",,"TOAamount","Total",,,,,"U","Central Issue Facility","06966900",7900
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Ranges","Joint Base Mcguire-Dix-Lakehurst","2014",,"TOAamount","Total",,,,,"U","Automated Multipurpose Machine Gun (MPMG)","07176800",9500
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Ranges","Joint Base Mcguire-Dix-Lakehurst","2014",,"TOAamount","Total",,,,,"U","Modified Record Fire Range","07176900",5400
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Training Buildings","Bullville","2014",,"TOAamount","Total",,,,,"U","Army Reserve Center","06769000",14500
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","2014",,"TOAamount","Total",,,,,"U","Army Reserve Center","07190000",24500
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Airfield Operational Buildings","Fort Mccoy","2014",,"TOAamount","Total",,,,,"U","Access Control Point/Mail/Freight Center","06756700",0
2016,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Unaccom Personnel Housing Mess Fac","Fort Mccoy","2014",,"TOAamount","Total",,,,,"U","NCO Academy Dining Facility","07199900",5900
2016,"2086A","2086","A","MILCON, Army R","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Unspecified Minor Construction","07267000",1748
2016,"2086A","2086","A","MILCON, Army R","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Planning and Design","07267200",14212
2016,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","WI","WISCONSIN","Fam Hsg Dewellings","Fort Mccoy","2014",,"TOAamount","Total",,,,,"U","Family Housing New Construction","07486100",23000
2016,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","ZU","WORLDWIDE UNSPECIFIED","Fam Hsg Dewellings","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Foreign Currency Fluctuation","91072000",4962
2016,"0720A","0720","A","Fam Hsg Con, Army","ARMY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Family Housing P & D","07196400",4408
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Utilities","19350000",67735
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Management Account","19100000",4067
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Management Account","19110000",40791
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Services","19120000",9426
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Furnishings","19130000",21373
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Miscellaneous","19140000",906
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Leased Housing","19400000",172938
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Maintenance of Real Property Facilities","19200000",130088
2016,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Military Housing Privitization Initiative","19500000",22369
2016,"051001A","051001","A","BRAC - Army","ARMY","01","BASE CLOSURE I","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","2014",,"TOAamount","Total",,,,,"U","Base Realignment & Closure","10900003",16323
2016,"051601A","051601","A","DoD BRAC - Army","ARMY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","2014",,"TOAamount","Total",,,,,"U","Base Realignment and Closure","90000600",442949
2016,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","FY2005 BRAC","06BRAC51",24307
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Barstow","2014",,"TOAamount","Total",,,,,"U","Engine Dynamometer Facility","62204939",0
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Depot & Arsenal Ammunition Storage","Camp Pendleton, California","2014",,"TOAamount","Total",,,,,"U","Ammunition Supply Point Upgrade","00681970",13124
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Aircraft Maintenance Facilities","Point Mugu","2014",,"TOAamount","Total",,,,,"U","Aircraft Engine Test Pads","69232281",7198
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Aircraft Maintenance Facilities","Point Mugu","2014",,"TOAamount","Total",,,,,"U","BAMS Consolidated Maintenance Hangar","69232593",17469
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Port Hueneme","2014",,"TOAamount","Total",,,,,"U","Unaccompanied Housing Conversion","69232599",33600
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Heat Transmission & Dist Lines","San Diego","2014",,"TOAamount","Total",,,,,"U","Steam Plant Decentralization","00243520",34331
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Support Facilities","Twentynine Palms, California","2014",,"TOAamount","Total",,,,,"U","Camp Wilson Infrastructure Upgrades","67399159",0
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","Coronado","2014",,"TOAamount","Total",,,,,"U","H-60 Trainer Facility","00246957",8910
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Airfield Aprons","Jacksonville","2014",,"TOAamount","Total",,,,,"U","P-8 Training & Parking Apron Expansion","00207659",20752
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Airfield Operational Buildings","Key West","2014",,"TOAamount","Total",,,,,"U","Aircraft Crash/Rescue & Fire Headquarters","00213678",14001
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Admin Bldgs","Mayport","2014",,"TOAamount","Total",,,,,"U","LCS Logistic Support Facility","60201425",16093
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GA","GEORGIA","Weapons and Spares Maintenance Facilities","Albany","2014",,"TOAamount","Total",,,,,"U","Weapons Storage and Inspection Facility","67004934",15600
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GA","GEORGIA","Operational Support Buildings","Albany","2014",,"TOAamount","Total",,,,,"U","CERS Dispatch Facility","67004954",1010
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GA","GEORGIA","Land Purchase, Condemnation, Donation or Transfer","Townsend","2014",,"TOAamount","Total",,,,,"U","Townsend Bombing Range Land Acq - Phase 1","60169473",61717
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Install & Org Covered Storage","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","Armory Addition and Renovation","00318778",0
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Electronic & Communications Equipment Maintenance Facilities","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","3rd Radio Bn Maintenance/Operations Complex","00318852",25336
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Airfield Aprons","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","Aircraft Maintenance Hangar Upgrades","00318863",31820
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Aircraft Maintenance Facilities","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","Aircraft Maintenance Expansion","00318864",16968
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Training Buildings","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","Aviation Simulator Modernization/Addition","00318884",17724
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Airfield Aprons","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","MV-22 Parking Apron and Infrastructure","00318907",74665
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Aircraft Maintenance Facilities","Kaneohe Bay","2014",,"TOAamount","Total",,,,,"U","MV-22 Hangar","00318908",57517
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Ships and Spares Maintenance Facilities","Pearl Harbor","2014",,"TOAamount","Total",,,,,"U","Drydock Waterfront Facility","62813270",22721
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Ships and Spares Maintenance Facilities","Pearl Harbor","2014",,"TOAamount","Total",,,,,"U","Submarine Production Support Facility","62813320",35277
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Potable Water Distribution System","Pearl Harbor","2014",,"TOAamount","Total",,,,,"U","Water Transmission Line","62813493",30100
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","IL","ILLINOIS","Enlisted Personnel Unaccompanied Personnel Housing","Great Lakes","2014",,"TOAamount","Total",,,,,"U","Unaccompanied Housing","00128714",35851
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ME","MAINE","Ships and Spares Maintenance Facilities","Bangor","2014",,"TOAamount","Total",,,,,"U","NCTAMS VLF Commercial Power Connection","32446308",13800
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ME","MAINE","Ships and Spares Maintenance Facilities","Kittery","2014",,"TOAamount","Total",,,,,"U","Structural Shops Consolidation","32446266",11522
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MD","MARYLAND","Communication Buildings","Fort Meade","2014",,"TOAamount","Total",,,,,"U","MARFORCYBERCOM HQ-OPS Building","67925001",83988
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NV","NEVADA","Sewage & Industrial Waste Treatment & Disposal","Fallon","2014",,"TOAamount","Total",,,,,"U","Wastewater Treatment Plant","60495393",11334
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Training Buildings","Camp Lejeune, North Carolina","2014",,"TOAamount","Total",,,,,"U","Operations Training Complex","670011349",22515
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Refuse & Garbage Fac","Camp Lejeune, North Carolina","2014",,"TOAamount","Total",,,,,"U","Landfill - Phase 4","670011353",20795
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Heat Transmission & Dist Lines","Camp Lejeune, North Carolina","2014",,"TOAamount","Total",,,,,"U","Steam Decentralization - Camp Johnson","670011445",2620
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Heat Transmission & Dist Lines","Camp Lejeune, North Carolina","2014",,"TOAamount","Total",,,,,"U","Steam Decentralization - Hadnot Point","670011447",13390
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Heat Transmission & Dist Lines","Camp Lejeune, North Carolina","2014",,"TOAamount","Total",,,,,"U","Steam Decentralization - BEQ Nodes","670011448",18679
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Aircraft Maintenance Facilities","New River","2014",,"TOAamount","Total",,,,,"U","Corrosion Control Hangar","62573674",12547
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Training Buildings","New River","2014",,"TOAamount","Total",,,,,"U","CH-53K Maintenance Training Facility","62573676",13218
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Communication Buildings","New River","2014",,"TOAamount","Total",,,,,"U","Regional Communication Station","62573726",20098
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","OK","OKLAHOMA","Aircraft Maintenance Facilities","Tinker AFB","2014",,"TOAamount","Total",,,,,"U","Hangar Bay Addition - TACAMO E-6B","00128136",14144
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","RI","RHODE ISLAND","Training Buildings","Newport","2014",,"TOAamount","Total",,,,,"U","Hewitt Hall Research Center","32411103",12422
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Training Buildings","Charleston","2014",,"TOAamount","Total",,,,,"U","Nuclear Power Operation Training Facility","42237100",73932
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Guided Missile Maintenance Facilities","Dam Neck","2014",,"TOAamount","Total",,,,,"U","Aerial Target Operation Consolidation","60191815",10587
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Piers and Wharfs","Norfolk","2014",,"TOAamount","Total",,,,,"U","Pier 11 Power Upgrades for CVN-78","62688500",3380
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Communication Buildings","Quantico","2014",,"TOAamount","Total",,,,,"U","ATC Transmitter/Receiver Relocation","002621406",3630
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Roads","Quantico","2014",,"TOAamount","Total",,,,,"U","Fuller Road Improvements","00264588",9013
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Training Buildings","Quantico","2014",,"TOAamount","Total",,,,,"U","Academic Instruction Facility TECOM Schools","00264677",25731
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Training Facilities Other Than Buildings","Yorktown","2014",,"TOAamount","Total",,,,,"U","Small Arms Ranges","69212461",18700
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Aircraft Maintenance Facilities","Whidbey Island","2014",,"TOAamount","Total",,,,,"U","EA-18G Facility Improvements","00620239",32482
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Training Buildings","Whidbey Island","2014",,"TOAamount","Total",,,,,"U","P-8A Hangar and Training Facilities","00620251",85167
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Ships and Spares Maintenance Facilities","Bremerton","2014",,"TOAamount","Total",,,,,"U","Integrated Water Treatment Sys Dry Docks 3&4","68436420",18189
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Piers and Wharfs","Kitsap","2014",,"TOAamount","Total",,,,,"U","Explosives Handling Wharf #2 (INC)","68436990",24880
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Communication Buildings","Yokosuka","2014",,"TOAamount","Total",,,,,"U","Communication System Upgrade","61028011",7568
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","MCAS Futenma","2014",,"TOAamount","Total",,,,,"U","Airfield Security Upgrades","63026201",5820
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Training Buildings","Guam","2014",,"TOAamount","Total",,,,,"U","BAMS Forward Operational & Maintenance Hangar","41557625",61702
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Aircraft Maintenance Facilities","Guam","2014",,"TOAamount","Total",,,,,"U","Aircraft Maintenance Hangar - North Ramp","61755109",85673
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Depot & Arsenal Ammunition Storage","Guam","2014",,"TOAamount","Total",,,,,"U","Modular Storage Magazines","61755425",63382
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Piers and Wharfs","Guam","2014",,"TOAamount","Total",,,,,"U","Wharf Improvements, Berth X-Ray 1","61755518",53420
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Ships and Spares Maintenance Facilities","Guam","2014",,"TOAamount","Total",,,,,"U","Emergent Repair Facility Expansion","61755566",35860
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Depot & Arsenal Covered Storage","Guam","2014",,"TOAamount","Total",,,,,"U","Dehumidified Supply Storage Facility","61755637",17170
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Piers and Wharfs","Guam","2014",,"TOAamount","Total",,,,,"U","Wharf Improvements","61755638",1170
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Ship Operational Buildings","Camp Lemonier, Djibouti","2014",,"TOAamount","Total",,,,,"U","Armory","3379A227",6420
2016,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Enlisted Personnel Unaccompanied Personnel Housing","Camp Lemonier, Djibouti","2014",,"TOAamount","Total",,,,,"U","Deployed Billeting Phase 2","3379A921",22580
2016,"1205N","1205","N","Mil Con, Navy","NAVY","02","MINOR CONST","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Unspecified Minor Construction","64481400",19740
2016,"1205N","1205","N","Mil Con, Navy","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","MCON Design Funds","64482044",80638
2016,"1205N","1205","N","Mil Con, Navy","NAVY","05","MAJ REP CONST","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Foreign Currency Fluctuation, CMA","000005000",4363
2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","March AFB","2014",,"TOAamount","Total",,,,,"U","NOSC Moreno Valley Reserve Training Center","61065202",9086
2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","MO","MISSOURI","Training Buildings","Kansas City","2014",,"TOAamount","Total",,,,,"U","Reserve Training Center - Belton, Missouri","68479139",15020
2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","TN","TENNESSEE","Training Buildings","Memphis","2014",,"TOAamount","Total",,,,,"U","Reserve Boat Maintenance and Storage Facility","68479031",2354
2016,"1235N","1235","N","Mil Con, Navy Res","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","MCNR Planning & Design","64480432",2540
2016,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Improvements","N8800411",81290
2016,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Design","N8800412",4438
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Utilities Account","N0900233",76110
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Furnishings Account","N8800413",16658
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Management Account","N8800414",47687
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Miscellaneous Account","N8800415",231
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Services Account","N8800416",15129
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Leasing","N8800418",65098
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Maintenance of Real Property","N8800419",96834
2016,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","12","HOUSING PVT SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","Privatization Support Costs","N8800422",26427
2016,"051002N","051002","N","BRAC - Navy","NAVY","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Navy","2014",,"TOAamount","Total",,,,,"U","Base Realignment & Closure","N9900003",11410
2016,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-101: Various Locations","PB000009",12561
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Navy","2014",,"TOAamount","Total",,,,,"U","Base Realignment & Closure","N9900003",112210
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-172: NWS Seal Beach, Concord, CA","COMM0059",5963
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-158: NSA New Orleans, LA","COMM0064",150
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-138: NAS Brunswick, ME","COMM0065",796
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-157: MCSA Kansas City, MO","COMM0066",40
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-84: JRB Willow Grove & Cambria Reg AP","COMM0068",1411
2016,"051602N","051602","N","DoD BRAC - Navy","NAVY","01","DoD BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","2014",,"TOAamount","Total",,,,,"U","DON-100: Planing, Design and Management","PB000008",5546
