"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","EnactedTotal","PBtotal","PBtype"
"10047",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",56970,NA,NA
"10048",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",620,NA,NA
"10049",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",31785,NA,NA
"10050",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",203533,NA,NA
"10051",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance of Real Property","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",109534,NA,NA
"10052",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Privatization Support Costs","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",26010,NA,NA
"10053",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-33573,NA,NA
"10054",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-121: Fort Gillem, GA","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4976,NA,NA
"10055",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-222: Fort Mcpherson, GA","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",6772,NA,NA
"10056",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Program Management Various Locations","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",20453,NA,NA
"10057",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-223: Fort Monmouth, NJ","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",9989,NA,NA
"10058",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-36: Red River Army Depot","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",1385,NA,NA
"10059",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-113: Fort Monroe, VA","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",12184,NA,NA
"10060",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-236: RC Transformation In CT","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",557,NA,NA
"10061",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-242: RC Transformation In NY","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",172,NA,NA
"10062",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-253: RC Transformation In PA","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",100,NA,NA
"10063",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-212: USAR Cmd & Cntrl - New England","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",222,NA,NA
"10064",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-167: USAR Command and Control - NE","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",175,NA,NA
"10065",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-112: River Bank Army Ammo Plant, Ca","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",22431,NA,NA
"10066",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-119: Newport Chemical Depot, In","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",197,NA,NA
"10067",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-106: Kansas Army Ammunition Plant, Ks","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7280,NA,NA
"10068",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-110: Mississippi Army Ammo Plant, Ms","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",160,NA,NA
"10069",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Ind-122: Lone Star Army Ammo Plant, Tx","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11379,NA,NA
"10070",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Med-2: Walter Reed Nmmc, Bethesda, Md","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7787,NA,NA
"10071",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-106219,NA,NA
"10072",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","AZ","ARIZONA","Safety, Disp, & Rehab Fac","Yuma","Security Operations Complex","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",13300,NA,NA
"10073",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","AZ","ARIZONA","Airfield Aprons","Yuma","Combat Aircraft Loading Apron","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",15985,NA,NA
"10074",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Communication Buildings","Camp Pendleton, California","Communication Information Systems Ops Complex","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",78897,NA,NA
"10075",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Roads","Camp Pendleton, California","San Jacinto Road Extension","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",5074,NA,NA
"10076",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Simulation Facilities","Camp Pendleton, California","MV22 Aviation Simulator Building","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4139,NA,NA
"10077",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Aircraft Maintenance Facilities","Miramar","Hangar 5 Renovations & Addition","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",27897,NA,NA
"10078",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","Point Mugu","BAMS Maintenance Training Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",14843,NA,NA
"10079",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Operational Support Facilities Other Than Buildings","San Diego","Entry Contol Point (Gate Five)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11752,NA,NA
"10080",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Training Buildings","San Diego","LCS Training Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",59436,NA,NA
"10081",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Rdt&E Science Laborartories","Seal Beach","Strategic Systems Evaluation Lab Consolidatio","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",30594,NA,NA
"10082",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Land Purchase, Condemnation, Donation or Transfer","Twentynine Palms, California","Land Expansion - Phase 2","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",47270,NA,NA
"10083",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Coronado","Bachelor Quarters","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",76063,NA,NA
"10084",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","CA","CALIFORNIA","Simulation Facilities","Coronado","H-60S Simulator Training Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2478,NA,NA
"10085",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","FL","FLORIDA","Training Buildings","Jacksonville","BAMS Mission Control Complex","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",21980,NA,NA
"10086",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Electric Power Transmission & Dist Lines","Kaneohe Bay","MV-22 Hangar and Infrastructure","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",82630,NA,NA
"10087",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","HI","HAWAII","Aircraft Maintenance Facilities","Kaneohe Bay","Aircraft Staging Area","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",14680,NA,NA
"10088",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","MS","MISSISSIPPI","Unaccom Personnel Housing Mess Fac","Meridian","Dining Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",10926,NA,NA
"10089",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NJ","NEW JERSEY","Missile & Space RDT&E Buildings","Earle","Combat System Engineering Bldg","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",33498,NA,NA
"10090",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Training Buildings","Camp Lejeune, North Carolina","Staff NCO Academy Facilities","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",28986,NA,NA
"10091",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Roads","Camp Lejeune, North Carolina","Base Access and Road - Phase 3","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",40904,NA,NA
"10092",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Admin Bldgs","Cherry Point Marine Corps Air Station","Marine Air Support Squadron Compound","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",34310,NA,NA
"10093",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Install & Ready-Issue Ammunition Storage","Cherry Point Marine Corps Air Station","Armory","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11581,NA,NA
"10094",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","NC","NORTH CAROLINA","Admin Bldgs","New River","Personnel Administration Center","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",8525,NA,NA
"10095",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Misc Items & Equip Maint Facilities","Beaufort","Ground Support Equipment Shop","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",9465,NA,NA
"10096",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Airfield Runways","Beaufort","Simulated LHD Flight Deck","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",12887,NA,NA
"10097",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Misc Utilities-Each","Beaufort","Recycling/Hazardous Waste Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",3743,NA,NA
"10098",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Aircraft Maintenance Facilities","Beaufort","Aircraft Maintenance Hangar","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",42010,NA,NA
"10099",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Airfield Operational Facilities Other Than Buildings","Beaufort","Airfield Security Upgrades","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",13675,NA,NA
"10100",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SC","SOUTH CAROLINA","Roads","Parris Island","Front Gate ATFP Improvements","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",10135,NA,NA
"10101",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Training Buildings","Dahlgren","Cruiser/Destroyer Upgrade Training Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",16494,NA,NA
"10102",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Indoor Athletic Fac","Dahlgren","Physical Fitness Center","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11734,NA,NA
"10103",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Oceana Naval Air Station","A School Barracks","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",39086,NA,NA
"10104",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Electric Power Transmission & Dist Lines","Portsmouth","Drydock 8 Electrical Distribution Upgrade","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",32706,NA,NA
"10105",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Officers Unaccom Personnel Housing","Quantico","The Basic School Student Quarters - Phase 7","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",31012,NA,NA
"10106",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Roads","Quantico","Infrastructure - Widen Russell Road","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",14826,NA,NA
"10107",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Unaccom Personnel Housing Mess Fac","Quantico","Weapons Training Battalion Mess Hall","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",12876,NA,NA
"10108",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Admin Bldgs","Yorktown","Regimental Headquarters","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11015,NA,NA
"10109",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Yorktown","Bachelor Enlisted Quarters","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",18422,NA,NA
"10110",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Tank and Automotive Maintenance Facilities","Yorktown","Motor Transportation Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",6188,NA,NA
"10111",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Install & Org Covered Storage","Yorktown","Supply Warehouse Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",8939,NA,NA
"10112",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","VA","VIRGINIA","Install & Org Covered Storage","Yorktown","Armory","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4259,NA,NA
"10113",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Simulation Facilities","Whidbey Island","EA-18G Flight Simulator Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",6272,NA,NA
"10114",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","WA","WASHINGTON","Piers and Wharfs","Kitsap","Explosives Handling Wharf #2 (INC)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",280041,NA,NA
"10115",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","BI","BAHRAIN ISLAND","Enlisted Personnel Unaccompanied Personnel Housing","SW Asia","Transient Quarters","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",41529,NA,NA
"10116",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","BI","BAHRAIN ISLAND","Unaccom Personnel Housing Mess Fac","SW Asia","Combined Dining Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",9819,NA,NA
"10117",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DG","DIEGO GARCIA","Misc Utilities-Each","Diego Garcia","Communications Infrastructure","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",1691,NA,NA
"10118",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GR","GREECE","Airfield Aprons","Souda Bay","Aircraft Parking Apron Expansion","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",20493,NA,NA
"10119",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","GR","GREECE","Roads","Souda Bay","Intermodal Access Road","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4630,NA,NA
"10120",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Aircraft Maintenance Facilities","Iwakuni","Maintenance Hangar Improvements","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",5722,NA,NA
"10121",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Airfield Runways","Iwakuni","Vertical Take-Off and Landing Pad North","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7416,NA,NA
"10122",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","JA","JAPAN","Officers Unaccom Personnel Housing","Okinawa","Bachelor Quarters","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",8206,NA,NA
"10123",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ML","MARIANA ISLANDS","Airfield Aprons","Guam","North Ramp Parking - Andersen AFB (INC)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",25904,NA,NA
"10124",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","RO","ROMANIA","Operational Support Facilities Other Than Buildings","Romania, Various","AEGIS Ashore Missile Defense Complex","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",45205,NA,NA
"10125",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SP","SPAIN","Airfield Operational Buildings","Rota","General Purpose Warehouse","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",3378,NA,NA
"10126",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","SP","SPAIN","Airfield Operational Buildings","Rota","High Explosive Magazine","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",13837,NA,NA
"10127",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","ZU","WORLDWIDE UNSPECIFIED","Training Buildings","Various Worldwide Locations","BAMS Operational Facilities","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",34048,NA,NA
"10128",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Admin Bldgs","Camp Lemonier, Djibouti","Containerized Living and Work Unit","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7510,NA,NA
"10129",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Unaccom Personnel Housing Mess Fac","Camp Lemonier, Djibouti","Galley Addition and Warehouse","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",22220,NA,NA
"10130",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Communication Buildings","Camp Lemonier, Djibouti","Horn of Africa Joint Operations Center","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",42730,NA,NA
"10131",2014,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Indoor Athletic Fac","Camp Lemonier, Djibouti","Fitness Center","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",26960,NA,NA
"10132",2014,"1205N","1205","N","Mil Con, Navy","NAVY","02","MINOR CONST","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",16535,NA,NA
"10133",2014,"1205N","1205","N","Mil Con, Navy","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","MCON Design Funds","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",102619,NA,NA
"10134",2014,"1205N","1205","N","Mil Con, Navy","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",398615,NA,NA
"10135",2014,"051002N","051002","N","BRAC - Navy","NAVY","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Navy","Base Realignment & Closure","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",146951,NA,NA
"10136",2014,"051002N","051002","N","BRAC - Navy","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-16808,NA,NA
"10137",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","AZ","ARIZONA","Training Buildings","Yuma","Reserve Training Facility - Yuma AZ","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",5379,NA,NA
"10138",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","IA","IOWA","Training Buildings","Fort Des Moines","Joint Reserve Center - Des Moines IA","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",19162,NA,NA
"10139",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","LA","LOUISIANA","Enlisted Personnel Unaccompanied Personnel Housing","New Orleans","Transient Quarters","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7187,NA,NA
"10140",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","NY","NEW YORK","Training Buildings","Brooklyn","Vehicle Maint. Fac. - Brooklyn NY","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4430,NA,NA
"10141",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","01","MAJOR CONST","TX","TEXAS","Ground Operational Facilities Other Than Buildings","Fort Worth","Commercial Vehicle Inspection Site","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11256,NA,NA
"10142",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","USMCR Planning and Design","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2118,NA,NA
"10143",2014,"1235N","1235","N","Mil Con, Navy Res","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-23072,NA,NA
"10144",2014,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Improvements","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",97655,NA,NA
"10145",2014,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","Design","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4527,NA,NA
"10146",2014,"0730N","0730","N","Fam Hsg Con, N/MC","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-592,NA,NA
"10147",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",80860,NA,NA
"10148",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",17697,NA,NA
