"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","AddOrNonAdd","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1361",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1362",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1363",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1364",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1365",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1366",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1367",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,1000
"1368",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,25684
"1369",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1370",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1371",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1372",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1373",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,5642
"1374",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1375",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1376",2017,"3500F","Military Personnel, Air Force","AF","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2017,"OCO",NA,NA,NA,NA,0
"1377",2017,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1378",2017,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1379",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1380",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1381",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1382",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1383",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1384",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1385",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,20535
"1386",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1387",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1388",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1389",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1390",2017,"1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1391",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1392",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1393",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1394",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1395",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,5288
"1396",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1397",2017,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1398",2017,"1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","Y","Add","Y","U",2017,"OCO",NA,NA,NA,NA,0
"1399",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,7174791,NA
"1400",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,2092942,NA
"1401",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,2380618,NA
"1402",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,297804,NA
"1403",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,87144,NA
"1404",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,387069,NA
"1405",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,226719,NA
"1406",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,205843,NA
"1407",2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,546304,NA
"1408",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,12955539,NA
"1409",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,3787387,NA
"1410",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,4966795,NA
"1411",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,91337,NA
"1412",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,456622,NA
"1413",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,760043,NA
"1414",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,533832,NA
"1415",2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,991099,NA
"1416",2017,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","Y","U",2017,"Total",NA,NA,NA,81184,NA
"1417",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,1301441,NA
"1418",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2017,"Total",NA,NA,NA,822771,NA
"1419",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,813,NA
"1420",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,155211,NA
"1421",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,149240,NA
"1422",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,461488,NA
"1423",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,722066,NA
"1424",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,302576,NA
"1425",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2017,"Total",NA,NA,NA,4033,NA
"1426",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2017,"Total",NA,NA,NA,14073,NA
"1427",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2017,"Total",NA,NA,NA,47766,NA
"1428",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2017,"Total",NA,NA,NA,621,NA
"1429",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2017,"Total",NA,NA,NA,3024,NA
"1430",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2017,"Total",NA,NA,NA,39200,NA
"1431",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,258120,NA
"1432",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,634,NA
"1433",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2017,"Total",NA,NA,NA,576,NA
"1434",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2017,"Total",NA,NA,NA,11284,NA
"1435",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,251,NA
"1436",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2017,"Total",NA,NA,NA,9106,NA
"1437",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","Y","U",2017,"Total",NA,NA,NA,97362,NA
"1438",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2017,"Total",NA,NA,NA,27522,NA
"1439",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","Y","Add","Y","U",2017,"Total",NA,NA,NA,5872,NA
"1440",2017,"2010A","Military Personnel, Army","ARMY","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2017,"Total",NA,NA,NA,-284328,NA
"1441",2017,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","Y","Add","Y","U",2017,"Total",NA,NA,NA,350635,NA
"1442",2017,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","02","Health Care Contribution - Enlisted","300","Military Personnel, Army","Y","Add","Y","U",2017,"Total",NA,NA,NA,1443274,NA
"1443",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"Total",NA,NA,NA,1551801,NA
"1444",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","Y","U",2017,"Total",NA,NA,NA,41018,NA
"1445",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2017,"Total",NA,NA,NA,216524,NA
"1446",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","Y","U",2017,"Total",NA,NA,NA,11514,NA
"1447",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,326,NA
"1448",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,224758,NA
"1449",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,321344,NA
"1450",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2017,"Total",NA,NA,NA,2120835,NA
"1451",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,4124,NA
"1452",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","Y","U",2017,"Total",NA,NA,NA,59937,NA
"1453",2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","Y","U",2017,"Total",NA,NA,NA,52028,NA
"1454",2017,"1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Army","Y","Add","Y","U",2017,"Total",NA,NA,NA,341533,NA
"1455",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"Total",NA,NA,NA,2595120,NA
"1456",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2017,"Total",NA,NA,NA,551868,NA
"1457",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","Y","U",2017,"Total",NA,NA,NA,46202,NA
"1458",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,594221,NA
"1459",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,675948,NA
"1460",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2017,"Total",NA,NA,NA,3641311,NA
"1461",2017,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,2496,NA
"1462",2017,"1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Army","Y","Add","Y","U",2017,"Total",NA,NA,NA,589354,NA
"1463",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,4180796,NA
"1464",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,1228260,NA
"1465",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,1517300,NA
"1466",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,172436,NA
"1467",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,133348,NA
"1468",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,431933,NA
"1469",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,125568,NA
"1470",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,47200,NA
"1471",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,318556,NA
"1472",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,9019236,NA
"1473",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,2655482,NA
"1474",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,4295844,NA
"1475",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,103896,NA
"1476",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,758982,NA
"1477",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,561510,NA
"1478",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,161985,NA
"1479",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,689971,NA
"1480",2017,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets","110","Midshipmen","Y","Add","Y","U",2017,"Total",NA,NA,NA,81580,NA
"1481",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,813905,NA
"1482",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2017,"Total",NA,NA,NA,404120,NA
"1483",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,10,NA
"1484",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,85957,NA
"1485",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,66298,NA
"1486",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,186525,NA
"1487",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,233123,NA
"1488",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,125570,NA
"1489",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2017,"Total",NA,NA,NA,24746,NA
"1490",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2017,"Total",NA,NA,NA,12686,NA
"1491",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2017,"Total",NA,NA,NA,16225,NA
"1492",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2017,"Total",NA,NA,NA,71,NA
"1493",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2017,"Total",NA,NA,NA,1060,NA
"1494",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2017,"Total",NA,NA,NA,13800,NA
"1495",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,85915,NA
"1496",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,16505,NA
"1497",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2017,"Total",NA,NA,NA,250,NA
"1498",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2017,"Total",NA,NA,NA,8434,NA
"1499",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Add","Y","U",2017,"Total",NA,NA,NA,9,NA
"1500",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,30,NA
"1501",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2017,"Total",NA,NA,NA,4673,NA
"1502",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","Y","U",2017,"Total",NA,NA,NA,20234,NA
"1503",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2017,"Total",NA,NA,NA,14990,NA
"1504",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","Y","Add","Y","U",2017,"Total",NA,NA,NA,0,NA
"1505",2017,"1453N","Military Personnel, Navy","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2017,"Total",NA,NA,NA,-329503,NA
"1506",2017,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","01","Health Care Contribution - Officers","300","Navy","Y","Add","Y","U",2017,"Total",NA,NA,NA,209723,NA
"1507",2017,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","02","Health Care Contribution - Enlisted","300","Navy","Y","Add","Y","U",2017,"Total",NA,NA,NA,1031259,NA
"1508",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,1575340,NA
"1509",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,462464,NA
"1510",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,521502,NA
"1511",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,67001,NA
"1512",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,31927,NA
"1513",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,5170,NA
"1514",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,37481,NA
