"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal"
"10012",2012,"0500D","0500","D","Milcon,Def-Wide","DODEA","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","VARIOUS WORLDWIDE LOCATIONS","2012","Planning And Design","TOAamount","Total",NA,66974,NA,NA
"10013",2012,"0500D","0500","D","Milcon,Def-Wide","MDA","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Planning And Design","TOAamount","Total",NA,8368,NA,NA
"10014",2012,"0500D","0500","D","Milcon,Def-Wide","NSA","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Planning and Design","TOAamount","Total",NA,52974,NA,NA
"10015",2012,"0500D","0500","D","Milcon,Def-Wide","SOCOM","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Planning And Design","TOAamount","Total",NA,31468,NA,NA
"10016",2012,"0500D","0500","D","Milcon,Def-Wide","TMA","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","VARIOUS WORLDWIDE LOCATIONS","2012","Planning And Design","TOAamount","Total",NA,227498,NA,NA
"10017",2012,"0500D","0500","D","Milcon,Def-Wide","UNDD","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Planning And Design","TOAamount","Total",NA,48007,NA,NA
"10018",2012,"0500D","0500","D","Milcon,Def-Wide","WHS","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Planning and Design","TOAamount","Total",NA,5277,NA,NA
"10019",2012,"0391D","0391","D","Chem Demil Const, Def","ARMY","01","Chem/Demil Const","CO","COLORADO","AMMUNITION, EXPLOSIVES, AND TOXIC MAINTENANCE FACILITIES","PUEBLO DEPOT","2012","Ammunition Demilitarization Facility, Ph XIII","TOAamount","Total",NA,15338,NA,NA
"10020",2012,"0391D","0391","D","Chem Demil Const, Def","ARMY","01","Chem/Demil Const","KY","KENTUCKY","AMMUNITION, EXPLOSIVES, AND TOXIC MAINTENANCE FACILITIES","BLUE GRASS ARMY DEPOT","2012","Ammunition Demilitarization  Ph XII","TOAamount","Total",NA,59974,NA,NA
"10021",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DLA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH UTILITIES ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Utilities Account","TOAamount","Total",NA,280,NA,NA
"10022",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","NSA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH UTILITIES ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Utilities Account","TOAamount","Total",NA,10,NA,NA
"10023",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DIA","06","OPERATING EXP","ZU","WORLDWIDE UNSPECIFIED","FH FURNISHINGS ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Furnishings Account","TOAamount","Total",NA,2699,NA,NA
"10024",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DLA","06","OPERATING EXP","ZU","WORLDWIDE UNSPECIFIED","FH FURNISHINGS ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Furnishings Account","TOAamount","Total",NA,19,NA,NA
"10025",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DLA","06","OPERATING EXP","ZU","WORLDWIDE UNSPECIFIED","FH SERVICES ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Services Account","TOAamount","Total",NA,30,NA,NA
"10026",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DLA","06","OPERATING EXP","ZU","WORLDWIDE UNSPECIFIED","FH MANAGEMENT ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Management Account","TOAamount","Total",NA,347,NA,NA
"10027",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","NSA","06","OPERATING EXP","ZU","WORLDWIDE UNSPECIFIED","FH FURNISHINGS ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Furnishings Account","TOAamount","Total",NA,70,NA,NA
"10028",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DIA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH LEASING ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Leasing","TOAamount","Total",NA,36552,NA,NA
"10029",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","NSA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH LEASING ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Leasing","TOAamount","Total",NA,10100,NA,NA
"10030",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","DLA","08","MAINTENANCE OF REAL PROPE","ZU","WORLDWIDE UNSPECIFIED","FH MAINTENANCE OF REAL PROPERTY","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Maintenance Of Real Property","TOAamount","Total",NA,546,NA,NA
"10031",2012,"0765D","0765","D","Fam Hsg Op&Dt,D-W","NSA","08","MAINTENANCE OF REAL PROPE","ZU","WORLDWIDE UNSPECIFIED","FH MAINTENANCE OF REAL PROPERTY","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Maintenance Of Real Property","TOAamount","Total",NA,70,NA,NA
"10032",2012,"4090D","4090","D","Homeown Ast","ARMY","02","OTHER OPERATING COSTS","ZU","WORLDWIDE UNSPECIFIED","HAP - OTHER OPERATING COSTS","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Homeowers Assistance Program","TOAamount","Total",NA,1284,NA,NA
"10033",2012,"051204D","051204","D","FY 2005 BRAC - DW","NGA","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2012","INT-4: NGA ACTIVITIES","TOAamount","Total",NA,1791,NA,NA
"10034",2012,"0804D","0804","D","NATO Sec. Invest Prog.","UNDD","01","NATO SEC INV PGM","ZU","WORLDWIDE UNSPECIFIED","NATO SECURITY INVESTMENT PROGRAM","NATO SECURITY INVESTMENT PROGRAM","2012","Nato Security Investment Program","TOAamount","Total",NA,272611,NA,NA
"10035",2012,"0834D","0834","D","DoD Fam Hsg Imprv Fd","UNDD","10","FAM HSG IMP FUND","ZU","WORLDWIDE UNSPECIFIED","DOD FAMILY HOUSING IMPROVEMENT FUND","UNSPECIFIED WORLDWIDE LOCATIONS","2012","Family Housing Improvement Fund","TOAamount","Total",NA,2184,NA,NA
"10036",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ADMIN BLDGS","KANDAHAR, AFGHANISTAN","2010","Command & Control Facility","TOAamount","OCO",NA,NA,13500,NA
"10037",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","KANDAHAR, AFGHANISTAN","2010","Tanker Truck Off-Load Facility","TOAamount","OCO",NA,NA,23000,NA
"10038",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ROADS","KANDAHAR, AFGHANISTAN","2010","South Park Roads","TOAamount","OCO",NA,NA,11000,NA
"10039",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","POTABLE WATER SUPPLY, TREATMENT & STORAGE","KANDAHAR, AFGHANISTAN","2010","Utilities, Ph 2","TOAamount","OCO",NA,NA,32000,NA
"10040",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ELECTRIC POWER SOURCE","KANDAHAR, AFGHANISTAN","2010","Waste Management Complex","TOAamount","OCO",NA,NA,10000,NA
"10041",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","INSTALL & ORG COVERED STORAGE","KANDAHAR, AFGHANISTAN","2010","Warehouse","TOAamount","OCO",NA,NA,20000,NA
"10042",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","KANDAHAR, AFGHANISTAN","2010","Theater Vehicle Maintenance Compound","TOAamount","OCO",NA,NA,55000,NA
"10043",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","GROUNDS FENCING, GATES, & GUARD TOWERS","KANDAHAR, AFGHANISTAN","2010","Entry Control Point","TOAamount","OCO",NA,NA,12800,NA
"10044",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","GROUNDS FENCING, GATES, & GUARD TOWERS","KANDAHAR, AFGHANISTAN","2010","Perimeter Fence and Guard Towers, Ph 2","TOAamount","OCO",NA,NA,10400,NA
"10045",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","SEWAGE & INDUSTRIAL WASTE TREATMENT & DISPOSAL","KANDAHAR, AFGHANISTAN","2010","Waste Water Treatment Facility","TOAamount","OCO",NA,NA,4300,NA
"10046",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","GHAZNI, AFGHANISTAN","2010","Waste Management Complex","TOAamount","OCO",NA,NA,5500,NA
"10047",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","DEPOT & ARSENAL COVERED STORAGE","BAGRAM AIR BASE, AFGHANISTAN","2010","APS Compound","TOAamount","OCO",NA,NA,38000,NA
"10048",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","GROUNDS FENCING, GATES, & GUARD TOWERS","BAGRAM AIR BASE, AFGHANISTAN","2010","Perimeter Fence and Guard Towers","TOAamount","OCO",NA,NA,7000,NA
"10049",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD OPERATIONAL BUILDINGS","BAGRAM AIR BASE, AFGHANISTAN","2010","Command and Control Facility","TOAamount","OCO",NA,NA,38000,NA
"10050",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","OTHER OPERATIONAL","BAGRAM AIR BASE, AFGHANISTAN","2010","Drainage System, Ph 2","TOAamount","OCO",NA,NA,21000,NA
"10051",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ROADS","BAGRAM AIR BASE, AFGHANISTAN","2010","Access Roads","TOAamount","OCO",NA,NA,21000,NA
"10052",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD OPERATIONAL BUILDINGS","BAGRAM AIR BASE, AFGHANISTAN","2010","Command & Control Facility","TOAamount","OCO",NA,NA,4500,NA
"10053",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD OPERATIONAL BUILDINGS","BAGRAM AIR BASE, AFGHANISTAN","2010","MedLog Warehouse","TOAamount","OCO",NA,NA,3350,NA
"10054",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","KABUL, AFGHANISTAN","2010","USFOR-A Headquarters & Housing","TOAamount","OCO",NA,NA,98000,NA
"10055",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","KABUL, AFGHANISTAN","2010","Camp Phoenix Western Expansion","TOAamount","OCO",NA,NA,39000,NA
"10056",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","INSTALL & READY-ISSUE AMMUNITION STORAGE","TOMBSTONE/BASTION","2010","Basic Load Ammunition Holding Area","TOAamount","OCO",NA,NA,7500,NA
"10057",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","TOMBSTONE/BASTION","2010","DINING FACILITY","TOAamount","OCO",NA,NA,8900,NA
"10058",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","OTHER OPERATIONAL","TOMBSTONE/BASTION","2010","Entry Control Point and Access Roads","TOAamount","OCO",NA,NA,14200,NA
"10059",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","TOMBSTONE/BASTION","2010","Fuel System, Ph 2","TOAamount","OCO",NA,NA,14200,NA
"10060",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ROADS","TOMBSTONE/BASTION","2010","Roads","TOAamount","OCO",NA,NA,4300,NA
"10061",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","MEDICAL CENTERS & HOSPITALS","TOMBSTONE/BASTION","2010","Level 3 Medical Facility","TOAamount","OCO",NA,NA,16500,NA
"10062",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","POTABLE WATER SUPPLY, TREATMENT & STORAGE","TOMBSTONE/BASTION","2010","Water Supply and Distribution System","TOAamount","OCO",NA,NA,6200,NA
"10063",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ADMIN BLDGS","TOMBSTONE/BASTION","2010","Command & Control HQ Facility","TOAamount","OCO",NA,NA,24000,NA
"10064",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","SEWAGE & INDUSTRIAL WASTE COLLECTION LINES","TOMBSTONE/BASTION","2010","Utilities Infrastructure","TOAamount","OCO",NA,NA,21000,NA
"10065",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ROADS","TOMBSTONE/BASTION","2010","Gravel Roads","TOAamount","OCO",NA,NA,8600,NA
"10066",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD APRONS","SHARANA","2010","Rotary-Wing Parking","TOAamount","OCO",NA,NA,32000,NA
"10067",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","DEPOT & ARSENAL AMMUNITION STORAGE","SHARANA","2010","Ammunition Supply Point","TOAamount","OCO",NA,NA,14000,NA
"10068",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ADMIN BLDGS","SHARANA","2010","Aircraft Maintenance Facility","TOAamount","OCO",NA,NA,12200,NA
"10069",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ELECTRIC POWER SOURCE","SHARANA","2010","Electrical Distribution Grid","TOAamount","OCO",NA,NA,2600,NA
"10070",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","SHANK","2010","DINING FACILITY","TOAamount","OCO",NA,NA,4350,NA
"10071",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ELECTRIC POWER SOURCE","SHANK","2010","Electrical Distribution Grid","TOAamount","OCO",NA,NA,4600,NA
"10072",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","SHANK","2010","Waste Management Complex","TOAamount","OCO",NA,NA,8100,NA
"10073",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","POTABLE WATER SUPPLY, TREATMENT & STORAGE","SHANK","2010","Water Distribution System","TOAamount","OCO",NA,NA,2650,NA
"10074",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ADMIN BLDGS","MAYWAND","2010","Dining Facility","TOAamount","OCO",NA,NA,2200,NA
"10075",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","MAYWAND","2010","Waste Management Area","TOAamount","OCO",NA,NA,5600,NA
"10076",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","JOYCE","2010","Dining Facilty","TOAamount","OCO",NA,NA,2100,NA
"10077",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","JOYCE","2010","Waste Management Area","TOAamount","OCO",NA,NA,5600,NA
"10078",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","ALTIMUR","2010","DINING FACILITY","TOAamount","OCO",NA,NA,2150,NA
"10079",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","ALTIMUR","2010","Waste Management Area","TOAamount","OCO",NA,NA,5600,NA
"10080",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","TARIN KOWT","2010","DINING FACILITY","TOAamount","OCO",NA,NA,2200,NA
"10081",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","TARIN KOWT","2010","Fuel System, Ph 2","TOAamount","OCO",NA,NA,11800,NA
"10082",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","TARIN KOWT","2010","Waste Management Area","TOAamount","OCO",NA,NA,6800,NA
"10083",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","DEPOT & ARSENAL AMMUNITION STORAGE","TARIN KOWT","2010","Ammunition Supply Point","TOAamount","OCO",NA,NA,35000,NA
"10084",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","AIRBORNE","2010","Dining Facility","TOAamount","OCO",NA,NA,2200,NA
"10085",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","AIRBORNE","2010","Waste Management Area","TOAamount","OCO",NA,NA,5600,NA
"10086",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","WOLVERINE","2010","DINING FACILITY","TOAamount","OCO",NA,NA,4350,NA
"10087",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","WOLVERINE","2010","Fuel System, Ph 1","TOAamount","OCO",NA,NA,5800,NA
"10088",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","WOLVERINE","2010","Waste Management Complex","TOAamount","OCO",NA,NA,6900,NA
"10089",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","DWYER","2010","Fuel System, Ph 1","TOAamount","OCO",NA,NA,5800,NA
"10090",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","DWYER","2010","Waste Management Complex","TOAamount","OCO",NA,NA,6900,NA
"10091",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","DWYER","2010","DINING FACILITY","TOAamount","OCO",NA,NA,6600,NA
"10092",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","DWYER","2010","Fuel Storage System","TOAamount","OCO",NA,NA,13600,NA
"10093",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","SALERNO","2010","Waste Management Complex","TOAamount","OCO",NA,NA,5500,NA
"10094",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ELECTRIC POWER SOURCE","SALERNO","2010","Electrical Distribution Grid","TOAamount","OCO",NA,NA,2600,NA
"10095",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","SALERNO","2010","Fuel System, Ph 1","TOAamount","OCO",NA,NA,12800,NA
"10096",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","SALERNO","2010","DINING FACILITY","TOAamount","OCO",NA,NA,4300,NA
"10097",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD RUNWAYS","SALERNO","2010","Runway Upgrade","TOAamount","OCO",NA,NA,25000,NA
"10098",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","ASADABAD","2010","Waste Management Area","TOAamount","OCO",NA,NA,5500,NA
"10099",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","BOSTICK","2010","Waste Management Area","TOAamount","OCO",NA,NA,5500,NA
"10100",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","METHAR-LAM","2010","Waste Management Area","TOAamount","OCO",NA,NA,4150,NA
"10101",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD RUNWAYS","GARDEZ","2010","Tactical Runway","TOAamount","OCO",NA,NA,28000,NA
"10102",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","GARDEZ","2010","DINING FACILITY","TOAamount","OCO",NA,NA,2200,NA
"10103",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","GARDEZ","2010","Fuel System, Ph 1","TOAamount","OCO",NA,NA,6000,NA
"10104",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","FRONTENAC","2010","DINING FACILITY","TOAamount","OCO",NA,NA,2200,NA
"10105",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","BLESSING","2010","Waste Management Area","TOAamount","OCO",NA,NA,5600,NA
"10106",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","UNACCOM PERSONNEL HOUSING MESS FAC","JALALABAD","2010","DINING FACILITY","TOAamount","OCO",NA,NA,4350,NA
"10107",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","DEPOT & ARSENAL AMMUNITION STORAGE","JALALABAD","2010","Ammunition Supply Point","TOAamount","OCO",NA,NA,35000,NA
"10108",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","JALALABAD","2010","Perimeter Fence","TOAamount","OCO",NA,NA,2050,NA
"10109",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","DELARAM","2010","Waste Management Complex","TOAamount","OCO",NA,NA,5600,NA
"10110",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","BULK LIQUID FUEL STORAGE","DELARAM","2010","Fuel Storage & Distribution System","TOAamount","OCO",NA,NA,16500,NA
"10111",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","GROUNDS FENCING, GATES, & GUARD TOWERS","KUNDUZ","2010","Perimeter Fence and Guard Towers","TOAamount","OCO",NA,NA,10400,NA
"10112",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD APRONS","KUNDUZ","2010","Rotary Wing Apron","TOAamount","OCO",NA,NA,26000,NA
"10113",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","GROUNDS FENCING, GATES, & GUARD TOWERS","MAZAR E SHARIF","2010","Perimeter Fence and Guard Towers","TOAamount","OCO",NA,NA,10400,NA
"10114",2012,"2050A","2050","A","Milcon, A","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Minor Construction FY 10","TOAamount","OCO",NA,NA,20100,NA
"10115",2012,"2050A","2050","A","Milcon, A","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Unspecified Minor Military Construction","TOAamount","OCO",NA,NA,40000,NA
"10116",2012,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Planning & Design FY10","TOAamount","OCO",NA,NA,70284,NA
