"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"OCO",,,,,6096
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"OCO",,,,,2000
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"OCO",,,,,19924
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"OCO",,,,,64577
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Retroactive Stop Loss Payments","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0
2012,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2012,"OCO",,,,,0
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2012,"OCO",,,,,0
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2012,"OCO",,,,,0
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","70","School Training","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","80","Special Training","U",2012,"OCO",,,,,26815
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","130","Other Programs (Admin & Support)","U",2012,"OCO",,,,,0
2012,"3700F","Reserve Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2012,"OCO",,,,,0
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2012,"OCO",,,,,9435
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2012,"OCO",,,,,0
2012,"3850F","National Guard Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2012,"OCO",,,,,0
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0
2012,,,,,,,,,2012,"OCO",,,,,
2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,2012,"OCO",,,,,
2012,"by appropriation.",,,,,,,,2012,"OCO",,,,,
2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",,,,,,,,2012,"OCO",,,,,
2012,"level for each appropriation.",,,,,,,,2012,"OCO",,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2012,"Total",,,,7444783,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2012,"Total",,,,2486293,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2012,"Total",,,,2164389,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2012,"Total",,,,290818,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"Total",,,,108820,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"Total",,,,397409,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"Total",,,,246667,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"Total",,,,58493,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"Total",,,,566541,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"Total",,,,15834659,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"Total",,,,5282876,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"Total",,,,5581981,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"Total",,,,121882,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"Total",,,,1324779,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"Total",,,,1024066,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"Total",,,,275584,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"Total",,,,1211353,
2012,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2012,"Total",,,,76314,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"Total",,,,1625545,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"Total",,,,1926060,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"Total",,,,1466,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"Total",,,,209465,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"Total",,,,147724,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"Total",,,,549550,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"Total",,,,698301,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"Total",,,,264027,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"Total",,,,9247,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"Total",,,,11406,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"Total",,,,71459,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"Total",,,,1829,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"Total",,,,10322,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"Total",,,,94100,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"Total",,,,485801,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2012,"Total",,,,1125,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"Total",,,,12845,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"Total",,,,430,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"Total",,,,14976,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2012,"Total",,,,472,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"Total",,,,422,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"Total",,,,125924,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"Total",,,,121141,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2012,"Total",,,,36401,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Tramatic Injury Protection Coverage (T-SGLI)","U",2012,"Total",,,,29790,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2012,"Total",,,,0,
2012,"2010A","Military Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"2010A","Military Personnel, Army","","","Less Reimbursables","","Less Reimbursables","U",2012,"Total",,,,-245251,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","01","Pay And Allowances Of Officers","300","Military Personnel, Army","U",2012,"Total",,,,540942,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","02","Pay And Allowances Of Enlisted","300","Military Personnel, Army","U",2012,"Total",,,,2606021,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Total",,,,1371625,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"Total",,,,53726,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"Total",,,,262018,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"Total",,,,7844,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"Total",,,,5620,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","70","School Training","U",2012,"Total",,,,194789,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","80","Special Training","U",2012,"Total",,,,393829,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"Total",,,,2138347,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"Total",,,,39925,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2012,"Total",,,,69939,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","130","Other Programs","U",2012,"Total",,,,55577,
2012,"2070A","Reserve Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","01","Unit & Individual Training","300","Reserve Personnel, Army","U",2012,"Total",,,,704167,
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Total",,,,2216287,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2012,"Total",,,,573577,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"Total",,,,46049,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2012,"Total",,,,448557,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2012,"Total",,,,869674,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2012,"Total",,,,4004936,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2012,"Total",,,,126134,
2012,"2060A","National Guard Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2012,"Total",,,,1237683,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2012,"Total",,,,3949841,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2012,"Total",,,,1339840,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2012,"Total",,,,1388406,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2012,"Total",,,,150355,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"Total",,,,156369,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"Total",,,,438762,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"Total",,,,120320,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"Total",,,,34098,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"Total",,,,300359,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"Total",,,,8564316,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"Total",,,,2919989,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"Total",,,,3985774,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"Total",,,,105786,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"Total",,,,851691,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"Total",,,,545840,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"Total",,,,243974,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"Total",,,,655166,
2012,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets/Midshipmen","110","Midshipmen ","U",2012,"Total",,,,76385,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"Total",,,,724798,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"Total",,,,402110,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"Total",,,,12,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"Total",,,,98143,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"Total",,,,106365,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"Total",,,,309895,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"Total",,,,393918,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"Total",,,,143315,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"Total",,,,26204,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"Total",,,,5791,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"Total",,,,6551,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2012,"Total",,,,8852,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"Total",,,,256,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"Total",,,,1715,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"Total",,,,16500,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"Total",,,,172943,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"Total",,,,20852,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"Total",,,,286,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"Total",,,,6822,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"Total",,,,37,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"Total",,,,61023,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"Total",,,,24513,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2012,"Total",,,,14027,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2012,"Total",,,,0,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"Total",,,,1125,
2012,"1453N","Military Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2012,"Total",,,,-299906,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay And Allowances Of Officers","300","Navy","U",2012,"Total",,,,294881,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay And Allowances Of Enlisted","300","Navy","U",2012,"Total",,,,1511655,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2012,"Total",,,,1558354,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2012,"Total",,,,525249,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2012,"Total",,,,517952,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2012,"Total",,,,63167,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"Total",,,,53004,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"Total",,,,42873,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"Total",,,,42090,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"Total",,,,22226,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"Total",,,,118142,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"Total",,,,5156968,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"Total",,,,1749691,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"Total",,,,1693540,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"Total",,,,10136,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"Total",,,,317469,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"Total",,,,344703,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"Total",,,,73166,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"Total",,,,393556,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"Total",,,,487496,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"Total",,,,327923,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"Total",,,,50,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"Total",,,,92021,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"Total",,,,9356,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"Total",,,,257483,
