"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType"
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"Base",,,,,520,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"Base",,,,,7520,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"Base",,,,,2008,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"Base",,,,,0,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"Base",,,,,40081,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2012,"Base",,,,,16933,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Retroactive Stop Loss Payments","U",2012,"Base",,,,,0,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"Base",,,,,1125,,
2012,"3500F","Military Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Base",,,,,0,,
2012,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2012,"Base",,,,,-394790,,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2012,"Base",,,,,363216,,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2012,"Base",,,,,1474373,,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Base",,,,,0,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Base",,,,,681477,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"Base",,,,,105605,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"Base",,,,,68658,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"Base",,,,,64,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"Base",,,,,555,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","70","School Training","U",2012,"Base",,,,,140801,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","80","Special Training","U",2012,"Base",,,,,296895,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"Base",,,,,362893,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"Base",,,,,16244,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2012,"Base",,,,,51743,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","130","Other Programs (Admin & Support)","U",2012,"Base",,,,,4888,,
2012,"3700F","Reserve Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Base",,,,,0,,
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2012,"Base",,,,,238730,,
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Base",,,,,0,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Base",,,,,967468,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2012,"Base",,,,,103958,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"Base",,,,,3211,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2012,"Base",,,,,234909,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2012,"Base",,,,,134244,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2012,"Base",,,,,1642998,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2012,"Base",,,,,27361,,
2012,"3850F","National Guard Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Base",,,,,0,,
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2012,"Base",,,,,381376,,
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Base",,,,,0,,
2012,,,,,,,,,2012,"Base",,,,,,,
2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,2012,"Base",,,,,,,
2012,"by appropriation.",,,,,,,,2012,"Base",,,,,,,
2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",,,,,,,,2012,"Base",,,,,,,
2012,"level for each appropriation.",,,,,,,,2012,"Base",,,,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2012,"OCO",,,,,783035,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2012,"OCO",,,,,205290,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2012,"OCO",,,,,221322,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2012,"OCO",,,,,27183,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"OCO",,,,,7381,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"OCO",,,,,64012,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"OCO",,,,,31498,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"OCO",,,,,850,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"OCO",,,,,59901,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"OCO",,,,,1820510,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"OCO",,,,,478020,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"OCO",,,,,694535,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"OCO",,,,,15145,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"OCO",,,,,313753,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"OCO",,,,,182153,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"OCO",,,,,6192,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"OCO",,,,,139271,,
2012,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"OCO",,,,,305468,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"OCO",,,,,1155870,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"OCO",,,,,56308,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"OCO",,,,,29861,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"OCO",,,,,23685,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"OCO",,,,,9674,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"OCO",,,,,29000,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"OCO",,,,,289232,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2012,"OCO",,,,,472,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"OCO",,,,,125924,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Tramatic Injury Protection Coverage (T-SGLI)","U",2012,"OCO",,,,,29790,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"2010A","Military Personnel, Army","","","Less Reimbursables","","Less Reimbursables","U",2012,"OCO",,,,,0,,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","01","Pay And Allowances Of Officers","300","Military Personnel, Army","U",2012,"OCO",,,,,10196,,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","02","Pay And Allowances Of Enlisted","300","Military Personnel, Army","U",2012,"OCO",,,,,107046,,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"OCO",,,,,77212,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","70","School Training","U",2012,"OCO",,,,,7591,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","80","Special Training","U",2012,"OCO",,,,,122359,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","130","Other Programs","U",2012,"OCO",,,,,0,,
2012,"2070A","Reserve Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","01","Unit & Individual Training","300","Reserve Personnel, Army","U",2012,"OCO",,,,,0,,
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"OCO",,,,,139341,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2012,"OCO",,,,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"OCO",,,,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2012,"OCO",,,,,20557,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2012,"OCO",,,,,422107,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2012,"OCO",,,,,79874,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2012,"OCO",,,,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2012,"OCO",,,,,0,,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2012,"OCO",,,,,133868,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2012,"OCO",,,,,32533,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2012,"OCO",,,,,41612,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2012,"OCO",,,,,4334,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"OCO",,,,,2993,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"OCO",,,,,27504,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"OCO",,,,,13898,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"OCO",,,,,10242,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"OCO",,,,,171419,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"OCO",,,,,41655,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"OCO",,,,,83688,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"OCO",,,,,940,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"OCO",,,,,102127,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"OCO",,,,,29854,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"OCO",,,,,61,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"OCO",,,,,13113,,
2012,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets/Midshipmen","110","Midshipmen ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"OCO",,,,,19651,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"OCO",,,,,15845,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"OCO",,,,,5123,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"OCO",,,,,23490,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"OCO",,,,,29573,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"OCO",,,,,3077,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"OCO",,,,,1300,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"OCO",,,,,50111,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"OCO",,,,,61023,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2012,"OCO",,,,,0,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay And Allowances Of Officers","300","Navy","U",2012,"OCO",,,,,0,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay And Allowances Of Enlisted","300","Navy","U",2012,"OCO",,,,,0,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2012,"OCO",,,,,80579,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2012,"OCO",,,,,19581,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2012,"OCO",,,,,25949,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2012,"OCO",,,,,2513,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"OCO",,,,,10799,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"OCO",,,,,6607,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"OCO",,,,,7427,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"OCO",,,,,6164,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"OCO",,,,,149515,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"OCO",,,,,36331,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"OCO",,,,,83814,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"OCO",,,,,82196,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"OCO",,,,,36520,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"OCO",,,,,7085,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"OCO",,,,,11438,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"OCO",,,,,20286,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"OCO",,,,,16142,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2012,"OCO",,,,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"OCO",,,,,0,,
